"","Country","Region (admin-1)","PMC delivery strategy (vs. comparator)","Cost-effectiveness threshold (lower)","Cost-effectiveness threshold (upper)","Additional clinical malaria cases averted","Additional hospitalisations averted","Additional deaths averted","Additional DALYs averted","Difference in treatment costs","Difference in implementation costs","Difference in implementation costs (incl. national costs)","Difference in total costs","Difference in total costs (incl. national costs)","ICER based on regional costs only (no national costs)","Cost-effective? (lower country-specific threshold)","Cost-effective? (higher country-specific threshold)","Cost-effective? ($250 / DALY averted threshold)","ICER including national costs for every individual region (i.e. double-counting, just done for calculation purposes)","ICER (incl. national costs) below CET lower bound (Y/N)","ICER (incl. national costs) below CET upper bound (Y/N)","ICER (incl. national costs) below $250 / DALY averted threshold (Y/N)","Current scenario chosen"
"219","COD","Kasai_Oriental","PMC co-delivery with EPI only vs No PMC",32,149,3440.0471594607,272.0770433433,58.4965643188094,270.125216215964,-24988.3119647697,497773.578629999,665391.578629999,472785.266665229,640403.266665229,1750.24484307026,"no","no","no",2370.7644759578,"no","no","no",NA
"220","COD","Kasai_Oriental","No PMC vs PMC co-delivery with EPI only",32,149,-3440.0471594607,-272.0770433433,-58.4965643188094,-270.125216215964,24988.3119647697,-497773.578629999,-665391.578629999,-472785.266665229,-640403.266665229,1750.24484307026,"no","no","no",2370.7644759578,"no","no","no",NA
"221","COD","Kinshasa","PMC co-delivery with EPI only vs No PMC",32,149,19401.714261992,1327.1528798557,285.337869168976,1451.33662955138,-129701.946092256,509185.420529349,676803.420529349,379483.474437093,547101.474437093,261.471712840593,"no","no","no",376.963871301317,"no","no","no",NA
"222","COD","Kinshasa","No PMC vs PMC co-delivery with EPI only",32,149,-19401.714261992,-1327.1528798557,-285.337869168976,-1451.33662955138,129701.946092256,-509185.420529349,-676803.420529349,-379483.474437093,-547101.474437093,261.471712840593,"no","no","no",376.963871301317,"no","no","no",NA
"223","COD","Kongo_Central","PMC co-delivery with EPI only vs No PMC",32,149,16372.611184095,863.82110747353,185.721538106809,1135.61291578963,-95578.9924685749,1007962.81596799,1175580.81596799,912383.823499412,1080001.82349941,803.428536972037,"no","no","no",951.029887458131,"no","no","no",NA
"224","COD","Kongo_Central","No PMC vs PMC co-delivery with EPI only",32,149,-16372.611184095,-863.82110747353,-185.721538106809,-1135.61291578963,95578.9924685749,-1007962.81596799,-1175580.81596799,-912383.823499412,-1080001.82349941,803.428536972037,"no","no","no",951.029887458131,"no","no","no",NA
"225","COD","Kwango","PMC co-delivery with EPI only vs No PMC",32,149,10307.512882662,549.03598066322,118.042735842592,716.747678286561,-60454.7575721617,417590.272493233,585208.272493233,357135.514921071,524753.514921071,498.272301034627,"no","no","no",732.131447116137,"no","no","no",NA
"226","COD","Kwango","No PMC vs PMC co-delivery with EPI only",32,149,-10307.512882662,-549.03598066322,-118.042735842592,-716.747678286561,60454.7575721617,-417590.272493233,-585208.272493233,-357135.514921071,-524753.514921071,498.272301034627,"no","no","no",732.131447116137,"no","no","no",NA
"227","COD","Kwilu","PMC co-delivery with EPI only vs No PMC",32,149,17453.049901451,946.4012938015,203.476278167323,1219.45319521692,-103271.630864694,829136.052530594,996754.052530594,725864.4216659,893482.4216659,595.2376233159,"no","no","no",732.691033301171,"no","no","no",NA
"228","COD","Kwilu","No PMC vs PMC co-delivery with EPI only",32,149,-17453.049901451,-946.4012938015,-203.476278167323,-1219.45319521692,103271.630864694,-829136.052530594,-996754.052530594,-725864.4216659,-893482.4216659,595.2376233159,"no","no","no",732.691033301171,"no","no","no",NA
"229","COD","Lomami","PMC co-delivery with EPI only vs No PMC",32,149,7797.92490104301,479.77978798099,103.152654415913,564.65753617058,-49224.9444871621,454572.506841495,622190.506841495,405347.562354332,572965.562354332,717.864433552657,"no","no","no",1014.71338935826,"no","no","no",NA
"230","COD","Lomami","No PMC vs PMC co-delivery with EPI only",32,149,-7797.92490104301,-479.77978798099,-103.152654415913,-564.65753617058,49224.9444871621,-454572.506841495,-622190.506841495,-405347.562354332,-572965.562354332,717.864433552657,"no","no","no",1014.71338935826,"no","no","no",NA
"231","COD","Lualaba","PMC co-delivery with EPI only vs No PMC",32,149,18734.091179563,862.0121318818,185.332608354587,1255.41887205258,-102518.220234836,348669.917244605,516287.917244605,246151.697009769,413769.697009769,196.071369078048,"no","no","yes",329.586965928961,"no","no","no",NA
"232","COD","Lualaba","No PMC vs PMC co-delivery with EPI only",32,149,-18734.091179563,-862.0121318818,-185.332608354587,-1255.41887205258,102518.220234836,-348669.917244605,-516287.917244605,-246151.697009769,-413769.697009769,196.071369078048,"no","no","yes",329.586965928961,"no","no","no",NA
"233","COD","Mai_Ndombe","PMC co-delivery with EPI only vs No PMC",32,149,6552.9477092992,353.82156277191,76.0716359959605,457.330237018883,-38692.4229747832,553836.46553163,721454.46553163,515144.042556847,682762.042556847,1126.41588256841,"no","no","no",1492.93002581121,"no","no","no",NA
"234","COD","Mai_Ndombe","No PMC vs PMC co-delivery with EPI only",32,149,-6552.9477092992,-353.82156277191,-76.0716359959605,-457.330237018883,38692.4229747832,-553836.46553163,-721454.46553163,-515144.042556847,-682762.042556847,1126.41588256841,"no","no","no",1492.93002581121,"no","no","no",NA
"235","COD","Maniema","PMC co-delivery with EPI only vs No PMC",32,149,2504.5054608629,156.26059052953,33.596026963849,182.108464008284,-15927.2342812264,598782.895860993,766400.895860993,582855.661579766,750473.661579766,3200.59622024625,"no","no","no",4121.02570666691,"no","no","no",NA
"236","COD","Maniema","No PMC vs PMC co-delivery with EPI only",32,149,-2504.5054608629,-156.26059052953,-33.596026963849,-182.108464008284,15927.2342812264,-598782.895860993,-766400.895860993,-582855.661579766,-750473.661579766,3200.59622024625,"no","no","no",4121.02570666691,"no","no","no",NA
"237","COD","Mongala","PMC co-delivery with EPI only vs No PMC",32,149,5717.2057328394,378.572742025151,81.3931395354074,423.320806599562,-37542.552083831,241603.546817012,409221.546817012,204060.994733181,371678.994733181,482.048109972093,"no","no","no",878.007858198117,"no","no","no",NA
"238","COD","Mongala","No PMC vs PMC co-delivery with EPI only",32,149,-5717.2057328394,-378.572742025151,-81.3931395354074,-423.320806599562,37542.552083831,-241603.546817012,-409221.546817012,-204060.994733181,-371678.994733181,482.048109972093,"no","no","no",878.007858198117,"no","no","no",NA
"239","COD","Nord_Kivu","PMC co-delivery with EPI only vs No PMC",32,149,6219.54239204599,496.67637694459,106.785421043086,490.040041171069,-45436.5632825878,743900.679271703,911518.679271703,698464.115989115,866082.115989115,1425.32049895345,"no","no","no",1767.37009881765,"no","no","no",NA
