"Iso code","Admin-1 unit","Rurality","Age group","age_in_days_midpoint","infection_class","units","value"
"SLE","Northern","rural/urban merged","n_age_308_314",311,"clinical","ppy",4.2452056653834
"SLE","Northern","rural/urban merged","n_age_315_321",318,"clinical","ppy",4.38077293786392
"SLE","Northern","rural/urban merged","n_age_322_328",325,"clinical","ppy",4.31140635157895
"SLE","Northern","rural/urban merged","n_age_329_335",332,"clinical","ppy",4.22639525107116
"SLE","Northern","rural/urban merged","n_age_336_342",339,"clinical","ppy",4.21878794912282
"SLE","Northern","rural/urban merged","n_age_343_349",346,"clinical","ppy",4.294306674368
"SLE","Northern","rural/urban merged","n_age_350_356",353,"clinical","ppy",4.09729051888616
"SLE","Northern","rural/urban merged","n_age_357_363",360,"clinical","ppy",4.24063145175467
"SLE","Northern","rural/urban merged","n_age_364_370",367,"clinical","ppy",4.31662268517784
"SLE","Northern","rural/urban merged","n_age_371_377",374,"clinical","ppy",4.24305759495664
"SLE","Northern","rural/urban merged","n_age_378_384",381,"clinical","ppy",4.3956557281308
"SLE","Northern","rural/urban merged","n_age_385_391",388,"clinical","ppy",4.14669273266461
"SLE","Northern","rural/urban merged","n_age_392_398",395,"clinical","ppy",4.2711160449586
"SLE","Northern","rural/urban merged","n_age_399_405",402,"clinical","ppy",4.16814244600713
"SLE","Northern","rural/urban merged","n_age_406_412",409,"clinical","ppy",4.27744875843864
"SLE","Northern","rural/urban merged","n_age_413_419",416,"clinical","ppy",4.24078651690803
"SLE","Northern","rural/urban merged","n_age_420_426",423,"clinical","ppy",4.09639096523925
"SLE","Northern","rural/urban merged","n_age_427_433",430,"clinical","ppy",4.13518148915134
"SLE","Northern","rural/urban merged","n_age_434_440",437,"clinical","ppy",4.0093801817869
"SLE","Northern","rural/urban merged","n_age_441_447",444,"clinical","ppy",4.18829608793672
"SLE","Northern","rural/urban merged","n_age_448_454",451,"clinical","ppy",4.14562069822111
"SLE","Northern","rural/urban merged","n_age_455_461",458,"clinical","ppy",4.28047576262274
"SLE","Northern","rural/urban merged","n_age_462_468",465,"clinical","ppy",3.93882697455341
"SLE","Northern","rural/urban merged","n_age_469_475",472,"clinical","ppy",4.18342694770494
"SLE","Northern","rural/urban merged","n_age_476_482",479,"clinical","ppy",4.21351983293616
"SLE","Northern","rural/urban merged","n_age_483_489",486,"clinical","ppy",4.21091815056238
"SLE","Northern","rural/urban merged","n_age_490_496",493,"clinical","ppy",4.1043504395686
"SLE","Northern","rural/urban merged","n_age_497_503",500,"clinical","ppy",4.1071772208995
"SLE","Northern","rural/urban merged","n_age_504_510",507,"clinical","ppy",4.00886542739462
"SLE","Northern","rural/urban merged","n_age_511_517",514,"clinical","ppy",4.22830316552304
"SLE","Northern","rural/urban merged","n_age_518_524",521,"clinical","ppy",4.06731994415997
"SLE","Northern","rural/urban merged","n_age_525_531",528,"clinical","ppy",4.28391956489823
"SLE","Northern","rural/urban merged","n_age_532_538",535,"clinical","ppy",4.18671564387163
"SLE","Northern","rural/urban merged","n_age_539_545",542,"clinical","ppy",4.02259149675986
"SLE","Northern","rural/urban merged","n_age_546_552",549,"clinical","ppy",4.11316014920906
"SLE","Northern","rural/urban merged","n_age_553_559",556,"clinical","ppy",4.26329954411395
"SLE","Northern","rural/urban merged","n_age_560_566",563,"clinical","ppy",4.05902252724246
"SLE","Northern","rural/urban merged","n_age_567_573",570,"clinical","ppy",4.12283444672215
"SLE","Northern","rural/urban merged","n_age_574_580",577,"clinical","ppy",3.98461196517466
"SLE","Northern","rural/urban merged","n_age_581_587",584,"clinical","ppy",4.0301813770743
"SLE","Northern","rural/urban merged","n_age_588_594",591,"clinical","ppy",4.01606428690037
"SLE","Northern","rural/urban merged","n_age_595_601",598,"clinical","ppy",4.04004456477578
"SLE","Northern","rural/urban merged","n_age_602_608",605,"clinical","ppy",4.07853854952642
"SLE","Northern","rural/urban merged","n_age_609_615",612,"clinical","ppy",4.29174629403837
"SLE","Northern","rural/urban merged","n_age_616_622",619,"clinical","ppy",4.05895596752854
"SLE","Northern","rural/urban merged","n_age_623_629",626,"clinical","ppy",4.107164920066
"SLE","Northern","rural/urban merged","n_age_630_636",633,"clinical","ppy",4.04631915678337
"SLE","Northern","rural/urban merged","n_age_637_643",640,"clinical","ppy",4.09507845274822
"SLE","Northern","rural/urban merged","n_age_644_650",647,"clinical","ppy",3.99719704926928
"SLE","Northern","rural/urban merged","n_age_651_657",654,"clinical","ppy",4.04982091438061
"SLE","Northern","rural/urban merged","n_age_658_664",661,"clinical","ppy",4.0398369625715
"SLE","Northern","rural/urban merged","n_age_665_671",668,"clinical","ppy",3.86880285026327
"SLE","Northern","rural/urban merged","n_age_672_678",675,"clinical","ppy",4.04597960885183
"SLE","Northern","rural/urban merged","n_age_679_685",682,"clinical","ppy",3.90092331958399
"SLE","Northern","rural/urban merged","n_age_686_692",689,"clinical","ppy",3.89119583731077
"SLE","Northern","rural/urban merged","n_age_693_699",696,"clinical","ppy",3.90247868083458
"SLE","Northern","rural/urban merged","n_age_700_706",703,"clinical","ppy",3.79475383026525
"SLE","Northern","rural/urban merged","n_age_707_713",710,"clinical","ppy",3.89822357158907
"SLE","Northern","rural/urban merged","n_age_714_720",717,"clinical","ppy",3.70775529829463
"SLE","Northern","rural/urban merged","n_age_721_727",724,"clinical","ppy",3.80294846300551
"SLE","Northern","rural/urban merged","n_age_728_734",731,"clinical","ppy",3.80347556558148
"SLE","Northern","rural/urban merged","n_age_735_741",738,"clinical","ppy",3.81677411284935
"SLE","Northern","rural/urban merged","n_age_742_748",745,"clinical","ppy",3.78710249203871
"SLE","Northern","rural/urban merged","n_age_749_755",752,"clinical","ppy",3.54352680857262
"SLE","Northern","rural/urban merged","n_age_756_762",759,"clinical","ppy",3.53671400734219
"SLE","Northern","rural/urban merged","n_age_763_769",766,"clinical","ppy",3.64624207715926
"SLE","Northern","rural/urban merged","n_age_770_776",773,"clinical","ppy",3.54908918252905
"SLE","Northern","rural/urban merged","n_age_777_783",780,"clinical","ppy",3.46989987509815
"SLE","Northern","rural/urban merged","n_age_784_790",787,"clinical","ppy",3.37781246639728
"SLE","Northern","rural/urban merged","n_age_791_797",794,"clinical","ppy",3.40269891843993
"SLE","Northern","rural/urban merged","n_age_798_804",801,"clinical","ppy",3.53149813825351
"SLE","Northern","rural/urban merged","n_age_805_811",808,"clinical","ppy",3.52911428896357
"SLE","Northern","rural/urban merged","n_age_812_818",815,"clinical","ppy",3.49104889209585
"SLE","Northern","rural/urban merged","n_age_819_825",822,"clinical","ppy",3.23167468327171
"SLE","Northern","rural/urban merged","n_age_826_832",829,"clinical","ppy",3.44036099052896
"SLE","Northern","rural/urban merged","n_age_833_839",836,"clinical","ppy",3.3772392838282
"SLE","Northern","rural/urban merged","n_age_840_846",843,"clinical","ppy",3.29896783881157
"SLE","Northern","rural/urban merged","n_age_847_853",850,"clinical","ppy",3.42823060744011
"SLE","Northern","rural/urban merged","n_age_854_860",857,"clinical","ppy",3.25114227707076
"SLE","Northern","rural/urban merged","n_age_861_867",864,"clinical","ppy",3.23498158236033
"SLE","Northern","rural/urban merged","n_age_868_874",871,"clinical","ppy",3.39579726228747
"SLE","Northern","rural/urban merged","n_age_875_881",878,"clinical","ppy",3.37031581742217
"SLE","Northern","rural/urban merged","n_age_882_888",885,"clinical","ppy",3.23949913479787
"SLE","Northern","rural/urban merged","n_age_889_895",892,"clinical","ppy",3.3338383279342
"SLE","Northern","rural/urban merged","n_age_896_902",899,"clinical","ppy",3.26361061850988
"SLE","Northern","rural/urban merged","n_age_903_909",906,"clinical","ppy",3.28863250143909
"SLE","Northern","rural/urban merged","n_age_910_916",913,"clinical","ppy",3.15771488096317
"SLE","Northern","rural/urban merged","n_age_0_6",3,"severe","ppy",0.0021527989017521
"SLE","Northern","rural/urban merged","n_age_7_13",10,"severe","ppy",0.00766240160022393
"SLE","Northern","rural/urban merged","n_age_14_20",17,"severe","ppy",0.00547135521203559
"SLE","Northern","rural/urban merged","n_age_21_27",24,"severe","ppy",0.00479793834533557
"SLE","Northern","rural/urban merged","n_age_28_34",31,"severe","ppy",0.0106806820167866
"SLE","Northern","rural/urban merged","n_age_35_41",38,"severe","ppy",0.0190055269496394
"SLE","Northern","rural/urban merged","n_age_42_48",45,"severe","ppy",0.019998284310336
"SLE","Northern","rural/urban merged","n_age_49_55",52,"severe","ppy",0.0269119545937631
"SLE","Northern","rural/urban merged","n_age_56_62",59,"severe","ppy",0.0237771351782842
"SLE","Northern","rural/urban merged","n_age_63_69",66,"severe","ppy",0.0451111180958831
"SLE","Northern","rural/urban merged","n_age_70_76",73,"severe","ppy",0.0396598082556294
"SLE","Northern","rural/urban merged","n_age_77_83",80,"severe","ppy",0.0354200732685634
"SLE","Northern","rural/urban merged","n_age_84_90",87,"severe","ppy",0.0317569040686019
"SLE","Northern","rural/urban merged","n_age_91_97",94,"severe","ppy",0.0339766527783335
"SLE","Northern","rural/urban merged","n_age_98_104",101,"severe","ppy",0.0524317654070248
"SLE","Northern","rural/urban merged","n_age_105_111",108,"severe","ppy",0.0410013313752905
"SLE","Northern","rural/urban merged","n_age_112_118",115,"severe","ppy",0.0539559086301856
"SLE","Northern","rural/urban merged","n_age_119_125",122,"severe","ppy",0.0752167677903965
"SLE","Northern","rural/urban merged","n_age_126_132",129,"severe","ppy",0.073256186514826
"SLE","Northern","rural/urban merged","n_age_133_139",136,"severe","ppy",0.0833113054423657
"SLE","Northern","rural/urban merged","n_age_140_146",143,"severe","ppy",0.0813458316624055
"SLE","Northern","rural/urban merged","n_age_147_153",150,"severe","ppy",0.0929276066638221
"SLE","Northern","rural/urban merged","n_age_154_160",157,"severe","ppy",0.0921281159448375
"SLE","Northern","rural/urban merged","n_age_161_167",164,"severe","ppy",0.0836207665656642
"SLE","Northern","rural/urban merged","n_age_168_174",171,"severe","ppy",0.096557850143585
"SLE","Northern","rural/urban merged","n_age_175_181",178,"severe","ppy",0.0893102958411638
"SLE","Northern","rural/urban merged","n_age_182_188",185,"severe","ppy",0.117206087834359
"SLE","Northern","rural/urban merged","n_age_189_195",192,"severe","ppy",0.162747869062751
"SLE","Northern","rural/urban merged","n_age_196_202",199,"severe","ppy",0.140394190429336
"SLE","Northern","rural/urban merged","n_age_203_209",206,"severe","ppy",0.119908691384673
"SLE","Northern","rural/urban merged","n_age_210_216",213,"severe","ppy",0.151022097510947
"SLE","Northern","rural/urban merged","n_age_217_223",220,"severe","ppy",0.133685554510812
"SLE","Northern","rural/urban merged","n_age_224_230",227,"severe","ppy",0.136273858576279
"SLE","Northern","rural/urban merged","n_age_231_237",234,"severe","ppy",0.0954986983681217
"SLE","Northern","rural/urban merged","n_age_238_244",241,"severe","ppy",0.139236718693943
"SLE","Northern","rural/urban merged","n_age_245_251",248,"severe","ppy",0.175314794257646
"SLE","Northern","rural/urban merged","n_age_252_258",255,"severe","ppy",0.128188945841596
"SLE","Northern","rural/urban merged","n_age_259_265",262,"severe","ppy",0.138413974442684
"SLE","Northern","rural/urban merged","n_age_266_272",269,"severe","ppy",0.135850795010343
"SLE","Northern","rural/urban merged","n_age_273_279",276,"severe","ppy",0.130179370086186
"SLE","Northern","rural/urban merged","n_age_280_286",283,"severe","ppy",0.142162542336845
"SLE","Northern","rural/urban merged","n_age_287_293",290,"severe","ppy",0.127757985436548
"SLE","Northern","rural/urban merged","n_age_294_300",297,"severe","ppy",0.132129560739205
"SLE","Northern","rural/urban merged","n_age_301_307",304,"severe","ppy",0.126861024357212
"SLE","Northern","rural/urban merged","n_age_308_314",311,"severe","ppy",0.153078553036361
"SLE","Northern","rural/urban merged","n_age_315_321",318,"severe","ppy",0.137331623923709
"SLE","Northern","rural/urban merged","n_age_322_328",325,"severe","ppy",0.118336295893969
"SLE","Northern","rural/urban merged","n_age_329_335",332,"severe","ppy",0.109937319572469
"SLE","Northern","rural/urban merged","n_age_336_342",339,"severe","ppy",0.137639443841893
"SLE","Northern","rural/urban merged","n_age_343_349",346,"severe","ppy",0.0941633644416581
"SLE","Northern","rural/urban merged","n_age_350_356",353,"severe","ppy",0.105455035890791
"SLE","Northern","rural/urban merged","n_age_357_363",360,"severe","ppy",0.145683751741746
"SLE","Northern","rural/urban merged","n_age_364_370",367,"severe","ppy",0.12138765604671
"SLE","Northern","rural/urban merged","n_age_371_377",374,"severe","ppy",0.0790169665034117
"SLE","Northern","rural/urban merged","n_age_378_384",381,"severe","ppy",0.155524937188072
"SLE","Northern","rural/urban merged","n_age_385_391",388,"severe","ppy",0.141934546648832
"SLE","Northern","rural/urban merged","n_age_392_398",395,"severe","ppy",0.109622516885871
"SLE","Northern","rural/urban merged","n_age_399_405",402,"severe","ppy",0.108892073281601
"SLE","Northern","rural/urban merged","n_age_406_412",409,"severe","ppy",0.118629795496243
"SLE","Northern","rural/urban merged","n_age_413_419",416,"severe","ppy",0.0750493070182413
"SLE","Northern","rural/urban merged","n_age_420_426",423,"severe","ppy",0.110302703643664
"SLE","Northern","rural/urban merged","n_age_427_433",430,"severe","ppy",0.0868611775190007
"SLE","Northern","rural/urban merged","n_age_434_440",437,"severe","ppy",0.10864268973058
"SLE","Northern","rural/urban merged","n_age_441_447",444,"severe","ppy",0.0932834176131619
"SLE","Northern","rural/urban merged","n_age_448_454",451,"severe","ppy",0.104646476280021
"SLE","Northern","rural/urban merged","n_age_455_461",458,"severe","ppy",0.0935847439943613
"SLE","Northern","rural/urban merged","n_age_462_468",465,"severe","ppy",0.0802882890638997
"SLE","Northern","rural/urban merged","n_age_469_475",472,"severe","ppy",0.079493049139421
"SLE","Northern","rural/urban merged","n_age_476_482",479,"severe","ppy",0.0902504250284477
"SLE","Northern","rural/urban merged","n_age_483_489",486,"severe","ppy",0.0634030316917232
"SLE","Northern","rural/urban merged","n_age_490_496",493,"severe","ppy",0.101535051687549
"SLE","Northern","rural/urban merged","n_age_497_503",500,"severe","ppy",0.0959745677793376
"SLE","Northern","rural/urban merged","n_age_504_510",507,"severe","ppy",0.10735192233441
"SLE","Northern","rural/urban merged","n_age_511_517",514,"severe","ppy",0.107567063594277
"SLE","Northern","rural/urban merged","n_age_518_524",521,"severe","ppy",0.0829167079925488
"SLE","Northern","rural/urban merged","n_age_525_531",528,"severe","ppy",0.0836226661658818
"SLE","Northern","rural/urban merged","n_age_532_538",535,"severe","ppy",0.0806956800506528
"SLE","Northern","rural/urban merged","n_age_539_545",542,"severe","ppy",0.0886681005416647
"SLE","Northern","rural/urban merged","n_age_546_552",549,"severe","ppy",0.0866938196937181
"SLE","Northern","rural/urban merged","n_age_553_559",556,"severe","ppy",0.102114237270589
"SLE","Northern","rural/urban merged","n_age_560_566",563,"severe","ppy",0.116075432559454
"SLE","Northern","rural/urban merged","n_age_567_573",570,"severe","ppy",0.0875686306679726
"SLE","Northern","rural/urban merged","n_age_574_580",577,"severe","ppy",0.0814457392210031
"SLE","Northern","rural/urban merged","n_age_581_587",584,"severe","ppy",0.0873590337336246
"SLE","Northern","rural/urban merged","n_age_588_594",591,"severe","ppy",0.082309304670308
"SLE","Northern","rural/urban merged","n_age_595_601",598,"severe","ppy",0.0931652673018485
"SLE","Northern","rural/urban merged","n_age_602_608",605,"severe","ppy",0.0784275102424762
"SLE","Northern","rural/urban merged","n_age_609_615",612,"severe","ppy",0.064904051727919
"SLE","Northern","rural/urban merged","n_age_616_622",619,"severe","ppy",0.0791947913772553
"SLE","Northern","rural/urban merged","n_age_623_629",626,"severe","ppy",0.0862372994391159
"SLE","Northern","rural/urban merged","n_age_630_636",633,"severe","ppy",0.072992422316266
"SLE","Northern","rural/urban merged","n_age_637_643",640,"severe","ppy",0.101542381746691
"SLE","Northern","rural/urban merged","n_age_644_650",647,"severe","ppy",0.0673247637461837
"SLE","Northern","rural/urban merged","n_age_651_657",654,"severe","ppy",0.0582179038054509
"SLE","Northern","rural/urban merged","n_age_658_664",661,"severe","ppy",0.0624304517432861
"SLE","Northern","rural/urban merged","n_age_665_671",668,"severe","ppy",0.0722170761711741
"SLE","Northern","rural/urban merged","n_age_672_678",675,"severe","ppy",0.0714644907359617
"SLE","Northern","rural/urban merged","n_age_679_685",682,"severe","ppy",0.0754196908727739
"SLE","Northern","rural/urban merged","n_age_686_692",689,"severe","ppy",0.0558733380493654
"SLE","Northern","rural/urban merged","n_age_693_699",696,"severe","ppy",0.0768829061240462
"SLE","Northern","rural/urban merged","n_age_700_706",703,"severe","ppy",0.076777584588266
"SLE","Northern","rural/urban merged","n_age_707_713",710,"severe","ppy",0.0542834840516794
"SLE","Northern","rural/urban merged","n_age_714_720",717,"severe","ppy",0.0618079149551352
"SLE","Northern","rural/urban merged","n_age_721_727",724,"severe","ppy",0.0630008737232369
"SLE","Northern","rural/urban merged","n_age_728_734",731,"severe","ppy",0.0459829662625183
"SLE","Northern","rural/urban merged","n_age_735_741",738,"severe","ppy",0.0582383685196025
"SLE","Northern","rural/urban merged","n_age_742_748",745,"severe","ppy",0.056259410941027
"SLE","Northern","rural/urban merged","n_age_749_755",752,"severe","ppy",0.0450306799697803
"SLE","Northern","rural/urban merged","n_age_756_762",759,"severe","ppy",0.034702927664675
"SLE","Northern","rural/urban merged","n_age_763_769",766,"severe","ppy",0.0454781320276065
"SLE","Northern","rural/urban merged","n_age_770_776",773,"severe","ppy",0.0911593118740696
"SLE","Northern","rural/urban merged","n_age_777_783",780,"severe","ppy",0.0399896333945189
"SLE","Northern","rural/urban merged","n_age_784_790",787,"severe","ppy",0.0502943091503591
"SLE","Northern","rural/urban merged","n_age_791_797",794,"severe","ppy",0.0465440384717547
"SLE","Northern","rural/urban merged","n_age_798_804",801,"severe","ppy",0.0608550624319281
"SLE","Northern","rural/urban merged","n_age_805_811",808,"severe","ppy",0.0473131940739457
"SLE","Northern","rural/urban merged","n_age_812_818",815,"severe","ppy",0.0388472243079137
"SLE","Northern","rural/urban merged","n_age_819_825",822,"severe","ppy",0.0423250296466043
"SLE","Northern","rural/urban merged","n_age_826_832",829,"severe","ppy",0.0307950181648097
"SLE","Northern","rural/urban merged","n_age_833_839",836,"severe","ppy",0.0604183378511609
"SLE","Northern","rural/urban merged","n_age_840_846",843,"severe","ppy",0.047681374708401
"SLE","Northern","rural/urban merged","n_age_847_853",850,"severe","ppy",0.0566694583238963
"SLE","Northern","rural/urban merged","n_age_854_860",857,"severe","ppy",0.0363420198194001
"SLE","Northern","rural/urban merged","n_age_861_867",864,"severe","ppy",0.0393186437717659
"SLE","Northern","rural/urban merged","n_age_868_874",871,"severe","ppy",0.0344592135404731
"SLE","Northern","rural/urban merged","n_age_875_881",878,"severe","ppy",0.047803193087829
"SLE","Northern","rural/urban merged","n_age_882_888",885,"severe","ppy",0.0318342494534367
"SLE","Northern","rural/urban merged","n_age_889_895",892,"severe","ppy",0.0362839301149254
"SLE","Northern","rural/urban merged","n_age_896_902",899,"severe","ppy",0.0408819266066054
"SLE","Northern","rural/urban merged","n_age_903_909",906,"severe","ppy",0.0317322031487404
"SLE","Northern","rural/urban merged","n_age_910_916",913,"severe","ppy",0.0493490035960299
"SLE","Southern","rural/urban merged","n_age_0_6",3,"clinical","ppy",0.125106053174325
"SLE","Southern","rural/urban merged","n_age_7_13",10,"clinical","ppy",0.139452013432278
"SLE","Southern","rural/urban merged","n_age_14_20",17,"clinical","ppy",0.212641530250173
"SLE","Southern","rural/urban merged","n_age_21_27",24,"clinical","ppy",0.196357357866195
"SLE","Southern","rural/urban merged","n_age_28_34",31,"clinical","ppy",0.206492191395532
"SLE","Southern","rural/urban merged","n_age_35_41",38,"clinical","ppy",0.292984308742842
"SLE","Southern","rural/urban merged","n_age_42_48",45,"clinical","ppy",0.354674241822113
"SLE","Southern","rural/urban merged","n_age_49_55",52,"clinical","ppy",0.329625475643682
"SLE","Southern","rural/urban merged","n_age_56_62",59,"clinical","ppy",0.43707116213598
"SLE","Southern","rural/urban merged","n_age_63_69",66,"clinical","ppy",0.502682200533294
"SLE","Southern","rural/urban merged","n_age_70_76",73,"clinical","ppy",0.616023706038602
"SLE","Southern","rural/urban merged","n_age_77_83",80,"clinical","ppy",0.664992679575594
"SLE","Southern","rural/urban merged","n_age_84_90",87,"clinical","ppy",0.766097886661177
"SLE","Southern","rural/urban merged","n_age_91_97",94,"clinical","ppy",0.755027567006919
"SLE","Southern","rural/urban merged","n_age_98_104",101,"clinical","ppy",1.02088475331624
"SLE","Southern","rural/urban merged","n_age_105_111",108,"clinical","ppy",0.938813619593721
"SLE","Southern","rural/urban merged","n_age_112_118",115,"clinical","ppy",1.09051929356829
"SLE","Southern","rural/urban merged","n_age_119_125",122,"clinical","ppy",1.0953106739726
"SLE","Southern","rural/urban merged","n_age_126_132",129,"clinical","ppy",1.29222405828818
"SLE","Southern","rural/urban merged","n_age_133_139",136,"clinical","ppy",1.34838625249523
"SLE","Southern","rural/urban merged","n_age_140_146",143,"clinical","ppy",1.45584625337654
"SLE","Southern","rural/urban merged","n_age_147_153",150,"clinical","ppy",1.5361045799371
"SLE","Southern","rural/urban merged","n_age_154_160",157,"clinical","ppy",1.72011589365894
"SLE","Southern","rural/urban merged","n_age_161_167",164,"clinical","ppy",1.71464459398635
"SLE","Southern","rural/urban merged","n_age_168_174",171,"clinical","ppy",1.91531516560407
"SLE","Southern","rural/urban merged","n_age_175_181",178,"clinical","ppy",1.91460687618227
"SLE","Southern","rural/urban merged","n_age_182_188",185,"clinical","ppy",1.93429461497578
"SLE","Southern","rural/urban merged","n_age_189_195",192,"clinical","ppy",2.07920031164838
"SLE","Southern","rural/urban merged","n_age_196_202",199,"clinical","ppy",2.15477819857981
"SLE","Southern","rural/urban merged","n_age_203_209",206,"clinical","ppy",2.29566264901062
"SLE","Southern","rural/urban merged","n_age_210_216",213,"clinical","ppy",2.10182858015284
"SLE","Southern","rural/urban merged","n_age_217_223",220,"clinical","ppy",2.29504924591965
"SLE","Southern","rural/urban merged","n_age_224_230",227,"clinical","ppy",2.3263375548807
"SLE","Southern","rural/urban merged","n_age_231_237",234,"clinical","ppy",2.26197901011407
"SLE","Southern","rural/urban merged","n_age_238_244",241,"clinical","ppy",2.4599320836665
"SLE","Southern","rural/urban merged","n_age_245_251",248,"clinical","ppy",2.40391156026486
"SLE","Southern","rural/urban merged","n_age_252_258",255,"clinical","ppy",2.43696559521115
"SLE","Southern","rural/urban merged","n_age_259_265",262,"clinical","ppy",2.46992384214824
"SLE","Southern","rural/urban merged","n_age_266_272",269,"clinical","ppy",2.483869719257
"SLE","Southern","rural/urban merged","n_age_273_279",276,"clinical","ppy",2.610788611578
"SLE","Southern","rural/urban merged","n_age_280_286",283,"clinical","ppy",2.57545606911057
"SLE","Southern","rural/urban merged","n_age_287_293",290,"clinical","ppy",2.61130603104714
"SLE","Southern","rural/urban merged","n_age_294_300",297,"clinical","ppy",2.49771280805935
"SLE","Southern","rural/urban merged","n_age_301_307",304,"clinical","ppy",2.52553617305048
"SLE","Southern","rural/urban merged","n_age_308_314",311,"clinical","ppy",2.52106330754031
"SLE","Southern","rural/urban merged","n_age_315_321",318,"clinical","ppy",2.56729771962379
"SLE","Southern","rural/urban merged","n_age_322_328",325,"clinical","ppy",2.68574007194299
"SLE","Southern","rural/urban merged","n_age_329_335",332,"clinical","ppy",2.70798342244578
"SLE","Southern","rural/urban merged","n_age_336_342",339,"clinical","ppy",2.61653356955709
"SLE","Southern","rural/urban merged","n_age_343_349",346,"clinical","ppy",2.63688266640996
"SLE","Southern","rural/urban merged","n_age_350_356",353,"clinical","ppy",2.6813955186895
"SLE","Southern","rural/urban merged","n_age_357_363",360,"clinical","ppy",2.61696806029315
"SLE","Southern","rural/urban merged","n_age_364_370",367,"clinical","ppy",2.75345114410673
"SLE","Southern","rural/urban merged","n_age_371_377",374,"clinical","ppy",2.62754322698485
"SLE","Southern","rural/urban merged","n_age_378_384",381,"clinical","ppy",2.65203652769319
"SLE","Southern","rural/urban merged","n_age_385_391",388,"clinical","ppy",2.7153639710816
"SLE","Southern","rural/urban merged","n_age_392_398",395,"clinical","ppy",2.61776982518379
"SLE","Southern","rural/urban merged","n_age_399_405",402,"clinical","ppy",2.52694388573582
"SLE","Southern","rural/urban merged","n_age_406_412",409,"clinical","ppy",2.56850263152257
"SLE","Southern","rural/urban merged","n_age_413_419",416,"clinical","ppy",2.69751535331225
"SLE","Southern","rural/urban merged","n_age_420_426",423,"clinical","ppy",2.53742410110113
"SLE","Southern","rural/urban merged","n_age_427_433",430,"clinical","ppy",2.80001338259383
"SLE","Southern","rural/urban merged","n_age_434_440",437,"clinical","ppy",2.63391405981228
"SLE","Southern","rural/urban merged","n_age_441_447",444,"clinical","ppy",2.62048485944639
"SLE","Southern","rural/urban merged","n_age_448_454",451,"clinical","ppy",2.63450105433303
"SLE","Southern","rural/urban merged","n_age_455_461",458,"clinical","ppy",2.66701491104906
"SLE","Southern","rural/urban merged","n_age_462_468",465,"clinical","ppy",2.55654346351272
"SLE","Southern","rural/urban merged","n_age_469_475",472,"clinical","ppy",2.66090240007245
"SLE","Southern","rural/urban merged","n_age_476_482",479,"clinical","ppy",2.73479268386698
"SLE","Southern","rural/urban merged","n_age_483_489",486,"clinical","ppy",2.64392114731348
"SLE","Southern","rural/urban merged","n_age_490_496",493,"clinical","ppy",2.59209227818691
"SLE","Southern","rural/urban merged","n_age_497_503",500,"clinical","ppy",2.65394242047551
"SLE","Southern","rural/urban merged","n_age_504_510",507,"clinical","ppy",2.52879400443911
"SLE","Southern","rural/urban merged","n_age_511_517",514,"clinical","ppy",2.77024291126801
"SLE","Southern","rural/urban merged","n_age_518_524",521,"clinical","ppy",2.62801029122947
"SLE","Southern","rural/urban merged","n_age_525_531",528,"clinical","ppy",2.58421263133007
"SLE","Southern","rural/urban merged","n_age_532_538",535,"clinical","ppy",2.59329598758862
"SLE","Southern","rural/urban merged","n_age_539_545",542,"clinical","ppy",2.66847206979802
"SLE","Southern","rural/urban merged","n_age_546_552",549,"clinical","ppy",2.69023961326295
"SLE","Southern","rural/urban merged","n_age_553_559",556,"clinical","ppy",2.6003463656449
"SLE","Southern","rural/urban merged","n_age_560_566",563,"clinical","ppy",2.65601961060772
"SLE","Southern","rural/urban merged","n_age_567_573",570,"clinical","ppy",2.79171115274817
"SLE","Southern","rural/urban merged","n_age_574_580",577,"clinical","ppy",2.76806518622619
"SLE","Southern","rural/urban merged","n_age_581_587",584,"clinical","ppy",2.60173174266738
"SLE","Southern","rural/urban merged","n_age_588_594",591,"clinical","ppy",2.59582068410705
"SLE","Southern","rural/urban merged","n_age_595_601",598,"clinical","ppy",2.77240142419498
"SLE","Southern","rural/urban merged","n_age_602_608",605,"clinical","ppy",2.65810770341642
"SLE","Southern","rural/urban merged","n_age_609_615",612,"clinical","ppy",2.65479524272795
"SLE","Southern","rural/urban merged","n_age_616_622",619,"clinical","ppy",2.67628863184903
"SLE","Southern","rural/urban merged","n_age_623_629",626,"clinical","ppy",2.78525386689691
"SLE","Southern","rural/urban merged","n_age_630_636",633,"clinical","ppy",2.69314542059978
"SLE","Southern","rural/urban merged","n_age_637_643",640,"clinical","ppy",2.80385128001287
"SLE","Southern","rural/urban merged","n_age_644_650",647,"clinical","ppy",2.82906075293667
"SLE","Southern","rural/urban merged","n_age_651_657",654,"clinical","ppy",2.80482797771922
"SLE","Southern","rural/urban merged","n_age_658_664",661,"clinical","ppy",2.67193857019833
"SLE","Southern","rural/urban merged","n_age_665_671",668,"clinical","ppy",2.78484911423749
"SLE","Southern","rural/urban merged","n_age_672_678",675,"clinical","ppy",2.77924327490254
"SLE","Southern","rural/urban merged","n_age_679_685",682,"clinical","ppy",2.65934610565717
"SLE","Southern","rural/urban merged","n_age_686_692",689,"clinical","ppy",2.86483972315569
"SLE","Southern","rural/urban merged","n_age_693_699",696,"clinical","ppy",2.78710015830842
