"Iso code","Admin-1 unit","Rurality","Age group","age_in_days_midpoint","infection_class","units","value"
"SLE","Western","rural/urban merged","n_age_196_202",199,"severe","ppy",0.0739336964661498
"SLE","Western","rural/urban merged","n_age_203_209",206,"severe","ppy",0.0643468471218028
"SLE","Western","rural/urban merged","n_age_210_216",213,"severe","ppy",0.0823316247564607
"SLE","Western","rural/urban merged","n_age_217_223",220,"severe","ppy",0.074276554155424
"SLE","Western","rural/urban merged","n_age_224_230",227,"severe","ppy",0.10050206167226
"SLE","Western","rural/urban merged","n_age_231_237",234,"severe","ppy",0.0477921009601913
"SLE","Western","rural/urban merged","n_age_238_244",241,"severe","ppy",0.0573061274364347
"SLE","Western","rural/urban merged","n_age_245_251",248,"severe","ppy",0.0805373770427929
"SLE","Western","rural/urban merged","n_age_252_258",255,"severe","ppy",0.0481900971109616
"SLE","Western","rural/urban merged","n_age_259_265",262,"severe","ppy",0.0678819131928661
"SLE","Western","rural/urban merged","n_age_266_272",269,"severe","ppy",0.0454775377852286
"SLE","Western","rural/urban merged","n_age_273_279",276,"severe","ppy",0.0691243942610976
"SLE","Western","rural/urban merged","n_age_280_286",283,"severe","ppy",0.087463679219156
"SLE","Western","rural/urban merged","n_age_287_293",290,"severe","ppy",0.0681270527614093
"SLE","Western","rural/urban merged","n_age_294_300",297,"severe","ppy",0.0841145517020083
"SLE","Western","rural/urban merged","n_age_301_307",304,"severe","ppy",0.0582997858228055
"SLE","Western","rural/urban merged","n_age_308_314",311,"severe","ppy",0.0572161258298565
"SLE","Western","rural/urban merged","n_age_315_321",318,"severe","ppy",0.0776792916518433
"SLE","Western","rural/urban merged","n_age_322_328",325,"severe","ppy",0.0734505779361823
"SLE","Western","rural/urban merged","n_age_329_335",332,"severe","ppy",0.0637219976866424
"SLE","Western","rural/urban merged","n_age_336_342",339,"severe","ppy",0.0771637920609226
"SLE","Western","rural/urban merged","n_age_343_349",346,"severe","ppy",0.0943179126128314
"SLE","Western","rural/urban merged","n_age_350_356",353,"severe","ppy",0.0631832958896186
"SLE","Western","rural/urban merged","n_age_357_363",360,"severe","ppy",0.0706648603933887
"SLE","Western","rural/urban merged","n_age_364_370",367,"severe","ppy",0.0825555492894303
"SLE","Western","rural/urban merged","n_age_371_377",374,"severe","ppy",0.0845406309445397
"SLE","Western","rural/urban merged","n_age_378_384",381,"severe","ppy",0.0838427258181693
"SLE","Western","rural/urban merged","n_age_385_391",388,"severe","ppy",0.08634560210353
"SLE","Western","rural/urban merged","n_age_392_398",395,"severe","ppy",0.0696571707034569
"SLE","Western","rural/urban merged","n_age_399_405",402,"severe","ppy",0.083977162594912
"SLE","Western","rural/urban merged","n_age_406_412",409,"severe","ppy",0.0703588718182204
"SLE","Western","rural/urban merged","n_age_413_419",416,"severe","ppy",0.0617808880376324
"SLE","Western","rural/urban merged","n_age_420_426",423,"severe","ppy",0.0519480329629833
"SLE","Western","rural/urban merged","n_age_427_433",430,"severe","ppy",0.075949438101914
"SLE","Western","rural/urban merged","n_age_434_440",437,"severe","ppy",0.0515674920318889
"SLE","Western","rural/urban merged","n_age_441_447",444,"severe","ppy",0.0484023891160412
"SLE","Western","rural/urban merged","n_age_448_454",451,"severe","ppy",0.0593745303877585
"SLE","Western","rural/urban merged","n_age_455_461",458,"severe","ppy",0.102493985919438
"SLE","Western","rural/urban merged","n_age_462_468",465,"severe","ppy",0.0868402220481592
"SLE","Western","rural/urban merged","n_age_469_475",472,"severe","ppy",0.0594225436234039
"SLE","Western","rural/urban merged","n_age_476_482",479,"severe","ppy",0.0594948175375743
"SLE","Western","rural/urban merged","n_age_483_489",486,"severe","ppy",0.0875673168088034
"SLE","Western","rural/urban merged","n_age_490_496",493,"severe","ppy",0.0716750643528037
"SLE","Western","rural/urban merged","n_age_497_503",500,"severe","ppy",0.0660026846799662
"SLE","Western","rural/urban merged","n_age_504_510",507,"severe","ppy",0.0638814293014904
"SLE","Western","rural/urban merged","n_age_511_517",514,"severe","ppy",0.0541895003862005
"SLE","Western","rural/urban merged","n_age_518_524",521,"severe","ppy",0.093679583010921
"SLE","Western","rural/urban merged","n_age_525_531",528,"severe","ppy",0.0729653409126289
"SLE","Western","rural/urban merged","n_age_532_538",535,"severe","ppy",0.0444116938635283
"SLE","Western","rural/urban merged","n_age_539_545",542,"severe","ppy",0.0544931326464545
"SLE","Western","rural/urban merged","n_age_546_552",549,"severe","ppy",0.0621935860411662
"SLE","Western","rural/urban merged","n_age_553_559",556,"severe","ppy",0.0611142319647886
"SLE","Western","rural/urban merged","n_age_560_566",563,"severe","ppy",0.0617341799086731
"SLE","Western","rural/urban merged","n_age_567_573",570,"severe","ppy",0.0798160014181653
"SLE","Western","rural/urban merged","n_age_574_580",577,"severe","ppy",0.0743974453546143
"SLE","Western","rural/urban merged","n_age_581_587",584,"severe","ppy",0.0725478033612248
"SLE","Western","rural/urban merged","n_age_588_594",591,"severe","ppy",0.0511385843771758
"SLE","Western","rural/urban merged","n_age_595_601",598,"severe","ppy",0.0686802007223181
"SLE","Western","rural/urban merged","n_age_602_608",605,"severe","ppy",0.0570383608462567
"SLE","Western","rural/urban merged","n_age_609_615",612,"severe","ppy",0.0635401860254065
"SLE","Western","rural/urban merged","n_age_616_622",619,"severe","ppy",0.0607733879458256
"SLE","Western","rural/urban merged","n_age_623_629",626,"severe","ppy",0.0502748412238205
"SLE","Western","rural/urban merged","n_age_630_636",633,"severe","ppy",0.0538478760383879
"SLE","Western","rural/urban merged","n_age_637_643",640,"severe","ppy",0.060854455995118
"SLE","Western","rural/urban merged","n_age_644_650",647,"severe","ppy",0.0575996349609044
"SLE","Western","rural/urban merged","n_age_651_657",654,"severe","ppy",0.0373855145560622
"SLE","Western","rural/urban merged","n_age_658_664",661,"severe","ppy",0.0618492835974401
"SLE","Western","rural/urban merged","n_age_665_671",668,"severe","ppy",0.0704965005346826
"SLE","Western","rural/urban merged","n_age_672_678",675,"severe","ppy",0.0684873432588926
"SLE","Western","rural/urban merged","n_age_679_685",682,"severe","ppy",0.0602754248308932
"SLE","Western","rural/urban merged","n_age_686_692",689,"severe","ppy",0.0671600672675742
"SLE","Western","rural/urban merged","n_age_693_699",696,"severe","ppy",0.079490017539456
"SLE","Western","rural/urban merged","n_age_700_706",703,"severe","ppy",0.0359498975406252
"SLE","Western","rural/urban merged","n_age_707_713",710,"severe","ppy",0.0375693661061029
"SLE","Western","rural/urban merged","n_age_714_720",717,"severe","ppy",0.0542364372249517
"SLE","Western","rural/urban merged","n_age_721_727",724,"severe","ppy",0.0694729001647733
"SLE","Western","rural/urban merged","n_age_728_734",731,"severe","ppy",0.043462906244487
"SLE","Western","rural/urban merged","n_age_735_741",738,"severe","ppy",0.0645421178082388
"SLE","Western","rural/urban merged","n_age_742_748",745,"severe","ppy",0.0490907550488007
"SLE","Western","rural/urban merged","n_age_749_755",752,"severe","ppy",0.0586891213155299
"SLE","Western","rural/urban merged","n_age_756_762",759,"severe","ppy",0.0549745882361195
"SLE","Western","rural/urban merged","n_age_763_769",766,"severe","ppy",0.0349130322834712
"SLE","Western","rural/urban merged","n_age_770_776",773,"severe","ppy",0.0420485233703045
"SLE","Western","rural/urban merged","n_age_777_783",780,"severe","ppy",0.0549514737886421
"SLE","Western","rural/urban merged","n_age_784_790",787,"severe","ppy",0.0575687094060323
"SLE","Western","rural/urban merged","n_age_791_797",794,"severe","ppy",0.0548975744348304
"SLE","Western","rural/urban merged","n_age_798_804",801,"severe","ppy",0.0389458019774468
"SLE","Western","rural/urban merged","n_age_805_811",808,"severe","ppy",0.0494624862356103
"SLE","Western","rural/urban merged","n_age_812_818",815,"severe","ppy",0.0382894776180298
"SLE","Western","rural/urban merged","n_age_819_825",822,"severe","ppy",0.0313624236301725
"SLE","Western","rural/urban merged","n_age_826_832",829,"severe","ppy",0.0509451143302334
"SLE","Western","rural/urban merged","n_age_833_839",836,"severe","ppy",0.047339801169997
"SLE","Western","rural/urban merged","n_age_840_846",843,"severe","ppy",0.0273009870798091
"SLE","Western","rural/urban merged","n_age_847_853",850,"severe","ppy",0.0245986536815433
"SLE","Western","rural/urban merged","n_age_854_860",857,"severe","ppy",0.0393598787336821
"SLE","Western","rural/urban merged","n_age_861_867",864,"severe","ppy",0.0646629954061418
"SLE","Western","rural/urban merged","n_age_868_874",871,"severe","ppy",0.0490411673062711
"SLE","Western","rural/urban merged","n_age_875_881",878,"severe","ppy",0.0280530442982871
"SLE","Western","rural/urban merged","n_age_882_888",885,"severe","ppy",0.0529473450961787
"SLE","Western","rural/urban merged","n_age_889_895",892,"severe","ppy",0.0533602506932538
"SLE","Western","rural/urban merged","n_age_896_902",899,"severe","ppy",0.0267698293345479
"SLE","Western","rural/urban merged","n_age_903_909",906,"severe","ppy",0.0502837241195438
"SLE","Western","rural/urban merged","n_age_910_916",913,"severe","ppy",0.0546324758517248
