"Country","Iso code","Age group","age_in_days_midpoint","Admin-1 unit","units","N doses","clinical_cases_no_PMC","severe_cases_no_PMC","clinical_cases_no_PMC_per1000","severe_cases_no_PMC_per1000","clinical_cases_averted_with_PMC","severe_cases_averted_with_PMC","clinical_cases_averted_with_PMC_per1000","severe_cases_averted_with_PMC_per1000","clinical_cases_with_PMC","severe_cases_with_PMC","clinical_cases_with_PMC_per1000","severe_cases_with_PMC_per1000"
"Sierra Leone","SLE","n_age_266_272",269,"Northern","raw cases",6,3929.97590397499,130.083196381511,4104.22226527005,135.850795010343,649.078813721743,-1.90734018494894,677.85751981262,-1.991907392255,3280.89709025325,131.99053656646,3426.36474545743,137.842702402598
"Sierra Leone","SLE","n_age_273_279",276,"Northern","raw cases",6,3930.09440282312,124.537135936049,4108.14982931261,130.179370086186,3336.5261270152,107.34151421952,3487.68956525532,112.204689791245,593.568275807923,17.1956217165289,620.460264057287,17.9746802949409
"Sierra Leone","SLE","n_age_280_286",283,"Northern","raw cases",6,3934.13178946212,135.880290243107,4116.02136025395,142.162542336845,3216.65781830532,110.142030154577,3365.37589417734,115.234306586347,717.473971156799,25.7382600885307,750.645466076613,26.9282357504979
"Sierra Leone","SLE","n_age_287_293",290,"Northern","raw cases",6,3888.82892427327,122.003776936084,4072.24236453609,127.757985436548,2965.10153211189,97.6636015613903,3104.94812431827,102.269825568578,923.727392161375,24.3401753746934,967.29424021782,25.4881598679704
"Sierra Leone","SLE","n_age_294_300",297,"Northern","raw cases",6,3923.32638992549,126.065116579329,4112.06054936838,132.129560739205,2613.60249402914,83.0259172487555,2739.33153637828,87.0199328229266,1309.72389589635,43.0391993305738,1372.7290129901,45.1096279162784
"Sierra Leone","SLE","n_age_301_307",304,"Northern","raw cases",6,3962.5031355386,120.930320616072,4156.83349082499,126.861024357212,1991.77699796287,66.4331554245886,2089.45836714437,69.6911916342435,1970.72613757573,54.4971651914834,2067.37512368062,57.1698327229685
"Sierra Leone","SLE","n_age_308_314",311,"Northern","raw cases",6,4043.31229616673,145.798447603699,4245.2056653834,153.078553036361,1479.99715369915,69.4676084836239,1553.89735974425,72.9363114926594,2563.31514246758,76.3308391200753,2691.30830563915,80.1422415437016
"Sierra Leone","SLE","n_age_315_321",318,"Northern","raw cases",6,4168.57907241704,130.679617864094,4380.77293786392,137.331623923709,1116.19558980255,36.5160461422671,1173.01347730819,38.3748284388619,3052.38348261449,94.1635717218266,3207.75946055573,98.9567954848471
"Sierra Leone","SLE","n_age_322_328",325,"Northern","raw cases",6,4098.79154641376,112.500601820212,4311.40635157895,118.336295893969,739.800128876424,11.6811791943137,778.17545450133,12.287111847969,3358.99141753734,100.819422625899,3533.23089707762,106.049184046
"Sierra Leone","SLE","n_age_329_335",332,"Northern","raw cases",6,4014.3791633536,104.422340729919,4226.39525107116,109.937319572469,338.142725349674,-35.7361835384184,356.001451394601,-37.623560269779,3676.23643800392,140.158524268338,3870.39379967656,147.560879842248
"Sierra Leone","SLE","n_age_336_342",339,"Northern","raw cases",6,4003.39304021972,130.612109018401,4218.78794912282,137.639443841893,195.111176718387,-21.0503276957115,205.60876057114,-22.182900333683,3808.28186350133,151.662436714113,4013.17918855168,159.822344175576
"Sierra Leone","SLE","n_age_343_349",346,"Northern","raw cases",6,4071.1755954502,89.2706600552184,4294.306674368,94.1633644416581,264.928684995069,-37.4863392209858,279.44877186759,-39.5408728855139,3806.24691045513,126.756999276204,4014.85790250041,133.704237327172
"Sierra Leone","SLE","n_age_350_356",353,"Northern","raw cases",6,3880.48127948101,99.8748540565919,4097.29051888616,105.455035890791,-214.599987850909,-27.3472122712883,-226.59006248117,-28.875148592935,4095.08126733192,127.22206632788,4323.88058136733,134.330184483726
"Sierra Leone","SLE","n_age_357_363",360,"Northern","raw cases",6,4012.49694734476,137.846359862188,4240.63145175467,145.683751741746,21.3105723874428,44.310938673625,22.5222061741097,46.8302811595887,3991.18637495732,93.5354211885632,4218.10924558056,98.8534705821573
"Sierra Leone","SLE","n_age_364_370",367,"Northern","raw cases",6,4081.54665273822,114.777087866037,4316.62268517784,121.38765604671,155.693777095747,-5.16597926049376,164.66093550631,-5.46351301706801,3925.85287564247,119.943067126531,4151.96174967153,126.851169063778
