"Country","Rurality","Iso code","Admin-1 unit","Age group","age_in_days_midpoint","infection_class","units","value","Scenario","doses"
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_455_461",458,"severe","ppy",0.0395305730834369,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_462_468",465,"severe","ppy",0.0433971708887331,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_469_475",472,"severe","ppy",0.0529779901010897,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_476_482",479,"severe","ppy",0.053974945311118,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_483_489",486,"severe","ppy",0.07284991378954,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_490_496",493,"severe","ppy",0.0698434095137236,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_497_503",500,"severe","ppy",0.0731338615398521,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_504_510",507,"severe","ppy",0.0812833313701632,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_511_517",514,"severe","ppy",0.073384998571208,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_518_524",521,"severe","ppy",0.0960094565721046,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_525_531",528,"severe","ppy",0.067974260357359,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_532_538",535,"severe","ppy",0.0732253092130924,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_539_545",542,"severe","ppy",0.0863740014213538,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_546_552",549,"severe","ppy",0.0906702381200785,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_553_559",556,"severe","ppy",0.0579548597053931,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_560_566",563,"severe","ppy",0.0731524502765615,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_567_573",570,"severe","ppy",0.0705625236475026,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_574_580",577,"severe","ppy",0.0728652405762908,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_581_587",584,"severe","ppy",0.0550474626986647,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_588_594",591,"severe","ppy",0.0642155092650886,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_595_601",598,"severe","ppy",0.093497227580588,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_602_608",605,"severe","ppy",0.0564580500808756,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_609_615",612,"severe","ppy",0.0717794579849757,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_616_622",619,"severe","ppy",0.0746071704480432,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_623_629",626,"severe","ppy",0.0959912241188295,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_630_636",633,"severe","ppy",0.0722946912034898,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_637_643",640,"severe","ppy",0.0699738424247358,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_644_650",647,"severe","ppy",0.0599069123318582,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_651_657",654,"severe","ppy",0.0655486730437321,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_658_664",661,"severe","ppy",0.0657769278554007,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_665_671",668,"severe","ppy",0.0515040257630337,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_672_678",675,"severe","ppy",0.0838996330084492,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_679_685",682,"severe","ppy",0.0556477418524369,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_686_692",689,"severe","ppy",0.0784790791301111,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_693_699",696,"severe","ppy",0.0760993516955925,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_700_706",703,"severe","ppy",0.0740811563940875,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_707_713",710,"severe","ppy",0.0556680475835842,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_714_720",717,"severe","ppy",0.0532421827353278,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_721_727",724,"severe","ppy",0.0656474888510103,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_728_734",731,"severe","ppy",0.0811321889695923,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_735_741",738,"severe","ppy",0.0428749547068579,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_742_748",745,"severe","ppy",0.0487687760937094,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_749_755",752,"severe","ppy",0.0597681183717417,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_756_762",759,"severe","ppy",0.0459690362549316,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_763_769",766,"severe","ppy",0.0588509760997432,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_770_776",773,"severe","ppy",0.0729584668789865,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_777_783",780,"severe","ppy",0.0700250428170979,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_784_790",787,"severe","ppy",0.0324120328637623,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_791_797",794,"severe","ppy",0.0574638226369695,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_798_804",801,"severe","ppy",0.0652986537133529,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_805_811",808,"severe","ppy",0.0619806957881477,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_812_818",815,"severe","ppy",0.0499192759287328,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_819_825",822,"severe","ppy",0.040036745528349,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_826_832",829,"severe","ppy",0.0647625701268211,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_833_839",836,"severe","ppy",0.0428241121755833,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_840_846",843,"severe","ppy",0.036909969655256,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_847_853",850,"severe","ppy",0.0648704806479602,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_854_860",857,"severe","ppy",0.0384370951552956,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_861_867",864,"severe","ppy",0.0387544632351945,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_868_874",871,"severe","ppy",0.0551268044182257,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_875_881",878,"severe","ppy",0.054460591467214,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_882_888",885,"severe","ppy",0.0625914308993519,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_889_895",892,"severe","ppy",0.0496704578015263,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_896_902",899,"severe","ppy",0.0516215492462879,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_903_909",906,"severe","ppy",0.0516759011271424,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Eastern","n_age_910_916",913,"severe","ppy",0.0335454172120375,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_0_6",3,"clinical","ppy",0.0737408775845391,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_7_13",10,"clinical","ppy",0.091581084124643,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_14_20",17,"clinical","ppy",0.124642238899579,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_21_27",24,"clinical","ppy",0.181078897720032,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_28_34",31,"clinical","ppy",0.169876023553028,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_35_41",38,"clinical","ppy",0.250120399651726,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_42_48",45,"clinical","ppy",0.0486751189111612,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_49_55",52,"clinical","ppy",0.0600401807710207,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_56_62",59,"clinical","ppy",0.0875492756373956,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_63_69",66,"clinical","ppy",0.077575985660108,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_70_76",73,"clinical","ppy",0.0825446548124484,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_77_83",80,"clinical","ppy",0.101546377940413,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_84_90",87,"clinical","ppy",0.159972558210542,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_91_97",94,"clinical","ppy",0.141902381959924,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_98_104",101,"clinical","ppy",0.154364860358334,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_105_111",108,"clinical","ppy",0.217777919346275,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_112_118",115,"clinical","ppy",0.290824799794046,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_119_125",122,"clinical","ppy",0.490155532181949,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_126_132",129,"clinical","ppy",0.801493541250906,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_133_139",136,"clinical","ppy",1.21608636335412,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_140_146",143,"clinical","ppy",1.51653243784406,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_147_153",150,"clinical","ppy",1.88628428100772,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_154_160",157,"clinical","ppy",2.22466264105136,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_161_167",164,"clinical","ppy",2.46278975874252,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_168_174",171,"clinical","ppy",2.79468987933146,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_175_181",178,"clinical","ppy",2.86310302823156,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_182_188",185,"clinical","ppy",0.827903032243029,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_189_195",192,"clinical","ppy",0.989188747022667,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_196_202",199,"clinical","ppy",1.27083471547436,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_203_209",206,"clinical","ppy",1.62341182983781,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_210_216",213,"clinical","ppy",2.23332004939835,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_217_223",220,"clinical","ppy",2.87028674136229,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_224_230",227,"clinical","ppy",3.10878494828046,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_231_237",234,"clinical","ppy",3.31167242045815,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_238_244",241,"clinical","ppy",3.36795303523186,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_245_251",248,"clinical","ppy",3.86271033881086,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_252_258",255,"clinical","ppy",4.00948152988827,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_259_265",262,"clinical","ppy",3.96049269847867,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_266_272",269,"clinical","ppy",3.42636474545743,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_273_279",276,"clinical","ppy",0.620460264057287,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_280_286",283,"clinical","ppy",0.750645466076613,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_287_293",290,"clinical","ppy",0.96729424021782,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_294_300",297,"clinical","ppy",1.3727290129901,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_301_307",304,"clinical","ppy",2.06737512368062,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_308_314",311,"clinical","ppy",2.69130830563915,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_315_321",318,"clinical","ppy",3.20775946055573,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_322_328",325,"clinical","ppy",3.53323089707762,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_329_335",332,"clinical","ppy",3.87039379967656,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_336_342",339,"clinical","ppy",4.01317918855168,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_343_349",346,"clinical","ppy",4.01485790250041,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_350_356",353,"clinical","ppy",4.32388058136733,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_357_363",360,"clinical","ppy",4.21810924558056,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_364_370",367,"clinical","ppy",4.15196174967153,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_371_377",374,"clinical","ppy",4.37851959165745,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_378_384",381,"clinical","ppy",4.40166374692516,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_385_391",388,"clinical","ppy",4.34709101301836,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_392_398",395,"clinical","ppy",4.26999568837748,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_399_405",402,"clinical","ppy",4.10886627881478,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_406_412",409,"clinical","ppy",4.12576840507363,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_413_419",416,"clinical","ppy",4.15959126469848,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_420_426",423,"clinical","ppy",4.26495977382104,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_427_433",430,"clinical","ppy",4.17114720389633,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_434_440",437,"clinical","ppy",4.1030685283202,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_441_447",444,"clinical","ppy",4.25270288808788,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_448_454",451,"clinical","ppy",4.12015810467375,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_455_461",458,"clinical","ppy",2.38129561874265,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_462_468",465,"clinical","ppy",2.41002208867021,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_469_475",472,"clinical","ppy",2.59157949542478,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_476_482",479,"clinical","ppy",2.82159497088688,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_483_489",486,"clinical","ppy",3.26099694757513,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_490_496",493,"clinical","ppy",3.64418229934748,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_497_503",500,"clinical","ppy",3.85099115232516,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_504_510",507,"clinical","ppy",3.73651558663903,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_511_517",514,"clinical","ppy",4.07931276617133,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_518_524",521,"clinical","ppy",3.94777153021758,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_525_531",528,"clinical","ppy",4.12363393749697,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_532_538",535,"clinical","ppy",4.29631404886357,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_539_545",542,"clinical","ppy",4.00815239897361,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_546_552",549,"clinical","ppy",4.08772097082171,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_553_559",556,"clinical","ppy",4.14541673768439,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_560_566",563,"clinical","ppy",4.19651165861449,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_567_573",570,"clinical","ppy",4.03900708867996,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_574_580",577,"clinical","ppy",4.10213017932167,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_581_587",584,"clinical","ppy",4.10291404101284,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_588_594",591,"clinical","ppy",4.16155364701442,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_595_601",598,"clinical","ppy",4.12638244129789,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_602_608",605,"clinical","ppy",4.11891670326739,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_609_615",612,"clinical","ppy",4.07985605520491,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_616_622",619,"clinical","ppy",4.09291332124939,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_623_629",626,"clinical","ppy",4.0662967872844,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_630_636",633,"clinical","ppy",4.0277788549969,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_637_643",640,"clinical","ppy",4.13398488745776,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_644_650",647,"clinical","ppy",4.14784310837458,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_651_657",654,"clinical","ppy",3.88272763428911,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_658_664",661,"clinical","ppy",4.02815802114053,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_665_671",668,"clinical","ppy",3.94531592223827,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_672_678",675,"clinical","ppy",3.90200988289811,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_679_685",682,"clinical","ppy",3.87155017714665,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_686_692",689,"clinical","ppy",3.8103782778263,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_693_699",696,"clinical","ppy",3.91128594050253,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_700_706",703,"clinical","ppy",3.83217936783349,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_707_713",710,"clinical","ppy",3.73290037105424,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_714_720",717,"clinical","ppy",3.82161364117498,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_721_727",724,"clinical","ppy",3.78847851116029,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_728_734",731,"clinical","ppy",3.75738975450785,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_735_741",738,"clinical","ppy",3.90833528369672,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_742_748",745,"clinical","ppy",3.79979897905169,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_749_755",752,"clinical","ppy",3.64486199260118,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_756_762",759,"clinical","ppy",3.6060752223634,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_763_769",766,"clinical","ppy",3.64519744032689,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_770_776",773,"clinical","ppy",3.5355924136497,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_777_783",780,"clinical","ppy",3.6485905014206,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_784_790",787,"clinical","ppy",3.45017426416204,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_791_797",794,"clinical","ppy",3.4689251073111,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_798_804",801,"clinical","ppy",3.57135201494141,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_805_811",808,"clinical","ppy",3.38936858217196,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_812_818",815,"clinical","ppy",3.45378805861895,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_819_825",822,"clinical","ppy",3.309429091802,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_826_832",829,"clinical","ppy",3.47118472581115,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_833_839",836,"clinical","ppy",3.24032883083985,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_840_846",843,"clinical","ppy",3.44507972614118,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_847_853",850,"clinical","ppy",3.30959246451982,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_854_860",857,"clinical","ppy",3.26257293874728,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_861_867",864,"clinical","ppy",3.27580759295649,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_868_874",871,"clinical","ppy",3.30385904551627,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_875_881",878,"clinical","ppy",3.33325520043916,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_882_888",885,"clinical","ppy",3.47374099160482,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_889_895",892,"clinical","ppy",3.21707091186922,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_896_902",899,"clinical","ppy",3.31755369639658,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_903_909",906,"clinical","ppy",3.26882769882616,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_910_916",913,"clinical","ppy",3.266444155701,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_0_6",3,"severe","ppy",0.0053624138206369,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_7_13",10,"severe","ppy",0.00809108560951871,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_14_20",17,"severe","ppy",0.0095683773163153,"PMC co-delivery with EPI only",6
"Sierra Leone","rural/urban merged","SLE","Northern","n_age_21_27",24,"severe","ppy",0.0083706487401713,"PMC co-delivery with EPI only",6
