Country,Iso code,...3,GID_1,COUNTRY,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,AKA,GKA,GEA,GEG,GKG,AEG,AEA,AKG
Equatorial Guinea,GNQ,291,GNQ.7_1,Equatorial Guinea,Wele-Nzas,NA,NA,Provincia,Province,NA,GQ.WN,GQ-WN,0.174773633,0.573875904,0.115359828,0.053687297,0.052077364,0.002856042,0.023900321,0.003469602
NA,ERI,292,ERI.6_1,Eritrea,Anseba,Ansaba|A'Nseba,?? ????,Zoba,Region,NA,ER.AN,NA,0.272870243,0.247311905,0.235882536,0.164507791,0.020756887,0.003945321,0.050665557,0.004059709
NA,ERI,293,ERI.5_1,Eritrea,Debub,Southern|al-Janubiyah,?? ???,Zoba,Region,NA,ER.DU,NA,0.257600367,0.228709087,0.270721972,0.167769864,0.018515969,0.00378462,0.049206126,0.003692031
NA,ERI,294,ERI.3_1,Eritrea,Debubawi Keyih Bahri,Southern Red Sea|Debubawi Keyh B,?? ???? ??? ???,Zoba,Region,NA,ER.DK,NA,0.261612207,0.234733999,0.267431527,0.157847494,0.017862489,0.003697837,0.053329926,0.003484502
NA,ERI,295,ERI.4_1,Eritrea,Gash Barka,al-Qash wa-Barka|Debubawi Gash B,?? ?? ???,Zoba,Region,NA,ER.GB,NA,0.254169852,0.228275895,0.264360756,0.178345636,0.018641647,0.003914047,0.04843875,0.003853393
NA,ERI,296,ERI.1_1,Eritrea,Maekel,Central|al-Markaziyah|Maakel|Mae,?? ????,Zoba,Region,NA,ER.MA,NA,0.26621744,0.233813018,0.259682715,0.164081335,0.01935643,0.004089381,0.048911475,0.003848212
NA,ERI,297,ERI.2_1,Eritrea,Semenawi Keyih Bahri,Northern Red Sea|al-Bahru al-Ahm,?? ???? ??? ???,Zoba,Region,NA,ER.SK,NA,0.270353138,0.245623708,0.24447,0.160991609,0.019517062,0.003974358,0.05119241,0.003877682
NA,SWZ,298,SWZ.1_1,Swaziland,Hhohho,NA,NA,District,District,NA,SZ.HH,SZ-HH,0.106253952,0.047330953,0.792672694,0.007119427,0.002799467,0.001253869,0.041850269,7.19E-04
NA,SWZ,299,SWZ.2_1,Swaziland,Lubombo,NA,NA,District,District,NA,SZ.LU,SZ-LU,0.116570689,0.052469671,0.774267256,0.008519615,0.002897665,0.001031863,0.043295439,9.48E-04
NA,SWZ,300,SWZ.3_1,Swaziland,Manzini,NA,NA,District,District,NA,SZ.MA,SZ-MA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SWZ,301,SWZ.4_1,Swaziland,Shiselweni,Shiselwini,NA,District,District,NA,SZ.SH,SZ-SH,NA,NA,NA,NA,NA,NA,NA,NA
NA,ESH,302,ESH.1_1,Western Sahara,Boujdour,Bojador,NA,Willaya,Province,NA,EH.BO,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,ESH,303,ESH.2_1,Western Sahara,Es Semara,Smara,NA,Willaya,Province,NA,EH.ES,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,ESH,304,ESH.3_1,Western Sahara,Laayoune,El aaiún,NA,Willaya,Province,NA,EH.LA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,ESH,305,ESH.4_1,Western Sahara,Oued el Dahab,Ed Dakhla|Oued Eddahab,NA,Willaya,Province,NA,EH.OD,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,ETH,306,ETH.1_1,Ethiopia,Addis Abeba,?dd?s ?baba|Addis Ababa|Adis-Abe,NA,Astedader,City,14,ET.AA,NA,0.222477764,0.203989297,0.367904335,0.134698674,0.014365052,0.003332692,0.050690774,0.00254146
NA,ETH,307,ETH.2_1,Ethiopia,Afar,NA,NA,Kilil,State,2,ET.AF,ET-AF,0.246682554,0.222750068,0.298863262,0.156567141,0.016351301,0.00349485,0.051990107,0.003300725
NA,ETH,308,ETH.3_1,Ethiopia,Amhara,Amara,NA,Kilil,State,3,ET.AM,NA,0.2329126,0.203438491,0.334837347,0.164003089,0.015268601,0.003341141,0.043019522,0.003179183
NA,ETH,309,ETH.4_1,Ethiopia,Benshangul-Gumaz,Beneshangul Gumu,NA,Kilil,State,6,ET.BE,NA,0.240085959,0.214806929,0.319609314,0.170594528,0.015199529,0.00329923,0.033227533,0.003176952
NA,ETH,310,ETH.5_1,Ethiopia,Dire Dawa,NA,NA,Astedader,City,15,ET.DD,ET-DD,0.238025233,0.230456024,0.310963482,0.14383173,0.015834713,0.003621356,0.054035064,0.003232389
NA,ETH,311,ETH.6_1,Ethiopia,Gambela Peoples,Gambela,NA,Kilil,State,12,ET.GA,NA,0.228882521,0.24700278,0.304053962,0.150599048,0.018575938,0.003409297,0.044204105,0.003272335
NA,ETH,312,ETH.7_1,Ethiopia,Harari People,Hareri,NA,Kilil,State,13,ET.HA,NA,0.238483056,0.227347612,0.310856313,0.144474462,0.015160651,0.003690357,0.05683386,0.003153683
NA,ETH,313,ETH.8_1,Ethiopia,Oromia,Oromiya,NA,Kilil,State,4,ET.OR,NA,0.215086207,0.21620968,0.363607466,0.133214772,0.015084101,0.003256522,0.050566692,0.002974499
NA,ETH,314,ETH.9_1,Ethiopia,Somali,Sumale,NA,Kilil,State,5,ET.SO,NA,0.248932406,0.229247063,0.315483749,0.124907896,0.015186141,0.003342119,0.059835192,0.003065466
NA,ETH,315,ETH.10_1,Ethiopia,"Southern Nations, Nationalities",SNNPR,NA,Kilil,State,7,ET.SN,NA,0.194212943,0.2180769,0.388011187,0.128811762,0.015310822,0.0031909,0.049482062,0.002903389
NA,ETH,316,ETH.11_1,Ethiopia,Tigray,Tegré|Tigrai|Tigre,NA,Kilil,State,1,ET.TI,ET-TI,0.246211126,0.215362221,0.297862679,0.169318303,0.017104346,0.003569008,0.047140013,0.003432292
Gabon,GAB,317,GAB.1_1,Gabon,Estuaire,NA,NA,Province,Province,NA,GA.ES,GA-1,0.170435563,0.570559859,0.128701895,0.051194265,0.049698438,0.002590314,0.023430092,0.00338957
Gabon,GAB,318,GAB.2_1,Gabon,Haut-Ogooue,NA,NA,Province,Province,NA,GA.HO,NA,0.253859162,0.543354392,0.071726471,0.064971402,0.041807123,0.002818429,0.017954336,0.003508696
Gabon,GAB,319,GAB.3_1,Gabon,Moyen-Ogooue,NA,NA,Province,Province,NA,GA.MO,NA,0.190084741,0.574198127,0.109336063,0.052744608,0.045343623,0.002889605,0.021968706,0.003434571
Gabon,GAB,320,GAB.4_1,Gabon,Ngounie,N'Gounié,NA,Province,Province,NA,GA.NG,NA,0.209449723,0.569397926,0.099369325,0.052796446,0.043273907,0.002718875,0.019575041,0.003418779
Gabon,GAB,321,GAB.5_1,Gabon,Nyanga,NA,NA,Province,Province,NA,GA.NY,GA-5,0.195043474,0.556617379,0.122747958,0.055109065,0.04479488,0.002671617,0.019685555,0.003330016
Gabon,GAB,322,GAB.6_1,Gabon,Ogooue-Ivindo,NA,NA,Province,Province,NA,GA.OI,NA,0.228306845,0.553438663,0.079028025,0.064175487,0.047423046,0.002623436,0.021446275,0.003558183
Gabon,GAB,323,GAB.7_1,Gabon,Ogooue-Lolo,NA,NA,Province,Province,NA,GA.OL,NA,0.242922619,0.570151269,0.065197475,0.055580009,0.041458294,0.002859395,0.018339055,0.003491899
Gabon,GAB,324,GAB.8_1,Gabon,Ogooue-Maritime,NA,NA,Province,Province,NA,GA.OM,NA,0.181745902,0.567722023,0.125775501,0.049249075,0.046956141,0.002710172,0.02245274,0.00338848
Gabon,GAB,325,GAB.9_1,Gabon,Wouleu-Ntem,Woleu-Ntem,NA,Province,Province,NA,GA.WN,NA,0.202218294,0.559918046,0.096036457,0.059665978,0.052596077,0.002650195,0.02331914,0.003595759
NA,GMB,326,GMB.1_1,Gambia,Banjul,NA,NA,Independent City,Independent City,NA,GM.BJ,GM-B,0.378795147,0.524487615,0.04110318,0.017585019,0.014682494,0.002638436,0.01770802,0.003000089
NA,GMB,327,GMB.2_1,Gambia,Lower River,Central|South Bank,NA,Division,Division,NA,GM.LR,GM-L,0.369197756,0.530938268,0.044854097,0.016628331,0.01522989,0.002502189,0.018189279,0.002460157
NA,GMB,328,GMB.3_1,Gambia,Maccarthy Island,Central River|Jangjangbureh|Janj,NA,Division,Division,NA,GM.MC,NA,0.361147404,0.530289114,0.050367709,0.018324379,0.016748024,0.002526334,0.018123923,0.002473057
NA,GMB,329,GMB.4_1,Gambia,North Bank,NA,NA,Division,Division,NA,GM.NB,GM-N,0.3716515,0.526791275,0.043533299,0.017408572,0.016226199,0.002473425,0.019349921,0.002565876
NA,GMB,330,GMB.5_1,Gambia,Upper River,NA,NA,Division,Division,NA,GM.UR,GM-U,0.346929193,0.534284651,0.057811841,0.018359797,0.018128101,0.002426693,0.019464267,0.002595489
NA,GMB,331,GMB.6_1,Gambia,Western,NA,NA,Division,Division,NA,GM.WE,GM-W,0.37059775,0.533138871,0.042121191,0.016700003,0.014645123,0.002731311,0.017533088,0.002532596
Ghana,GHA,332,GHA1_2,Ghana,Ahafo,NA,NA,Region,Region,NA,NA,GH-AF,0.070322402,0.786694288,0.035143264,0.011754834,0.074868813,0.001704492,0.017016212,0.002495694
Ghana,GHA,333,GHA2_2,Ghana,Ashanti,NA,NA,Region,Region,NA,NA,GH-AH,0.052044924,0.818643332,0.024648901,0.010043504,0.076603696,0.001891516,0.013717513,0.002406629
Ghana,GHA,334,GHA3_2,Ghana,Bono,NA,NA,Region,Region,NA,NA,GH-BO,0.084423713,0.778899789,0.03396713,0.013524171,0.068925455,0.001895648,0.015786242,0.002577835
Ghana,GHA,335,GHA4_2,Ghana,Bono East,NA,NA,Region,Region,NA,NA,GH-BE,0.070959359,0.796091616,0.024556754,0.012473972,0.078381471,0.00181646,0.013112062,0.002608276
Ghana,GHA,336,GHA5_2,Ghana,Central,NA,NA,Region,Region,NA,NA,GH-CP,0.045065314,0.804920018,0.040105045,0.009870327,0.077414379,0.00183261,0.018430484,0.002361806
Ghana,GHA,337,GHA6_2,Ghana,Eastern,NA,NA,Region,Region,NA,NA,GH-EP,0.045061972,0.828856528,0.023885267,0.008892771,0.075203791,0.001956311,0.013671942,0.002471386
Ghana,GHA,338,GHA7_2,Ghana,Greater Accra,NA,NA,Region,Region,NA,NA,GH-AA,0.040937137,0.823344886,0.028645802,0.008800887,0.08191552,0.001946229,0.01185735,0.002552215
Ghana,GHA,339,GHA8_2,Ghana,North East,NA,NA,Region,Region,NA,NA,GH-NE,0.138395593,0.733454764,0.022462113,0.019191375,0.06829948,0.002414597,0.012825132,0.002956937
Ghana,GHA,340,GHA9_2,Ghana,Northern,NA,NA,Region,Region,NA,NA,GH-NP,0.107520692,0.758373499,0.022952227,0.016774906,0.077678315,0.002139811,0.011638448,0.002922093
Ghana,GHA,341,GHA10_2,Ghana,Oti,NA,NA,Region,Region,NA,NA,GH-OT,0.076005362,0.78043431,0.022215484,0.012987648,0.091232747,0.001672891,0.01276594,0.002685599
Ghana,GHA,342,GHA11_2,Ghana,Savannah,NA,NA,Region,Region,NA,NA,GH-SV,0.102024883,0.769398391,0.024739891,0.015764236,0.070477292,0.002160284,0.012573168,0.002861797
Ghana,GHA,343,GHA12_2,Ghana,Upper East,NA,NA,Region,Region,NA,NA,GH-UE,0.157588348,0.714151919,0.022135092,0.020139869,0.066938445,0.002453539,0.013457586,0.003135168
Ghana,GHA,344,GHA13_2,Ghana,Upper West,NA,NA,Region,Region,NA,NA,GH-UW,0.158549368,0.717870891,0.023528967,0.018762331,0.061984785,0.00237897,0.01395509,0.002969636
Ghana,GHA,345,GHA14_2,Ghana,Volta,NA,NA,Region,Region,NA,NA,GH-TV,0.051135831,0.808771193,0.018597642,0.009399475,0.096802868,0.001900427,0.010829962,0.002562589
Ghana,GHA,346,GHA15_2,Ghana,Western,NA,NA,Region,Region,NA,NA,GH-WP,0.059176952,0.777163625,0.049035434,0.011474246,0.077180929,0.001646364,0.021927053,0.002395403
Ghana,GHA,347,GHA16_2,Ghana,Western North,NA,NA,Region,Region,NA,NA,GH-WN,0.073605679,0.769580126,0.045583975,0.012373682,0.074114501,0.001694323,0.020507934,0.002539862
Guinea,GIN,348,GIN.1_1,Guinea,Boke,NA,NA,Region,Region,NA,NA,NA,0.29253,0.556973755,0.093079314,0.016347757,0.018267142,0.002117676,0.018318152,0.002366244
Guinea,GIN,349,GIN.2_1,Guinea,Conakry,NA,NA,Region,Region,NA,NA,GN-C,0.212624848,0.578000486,0.150975451,0.016910708,0.019376533,0.00122979,0.018459355,0.002422785
Guinea,GIN,350,GIN.3_1,Guinea,Faranah,NA,NA,Region,Region,NA,NA,NA,0.242822602,0.551169991,0.12539728,0.021118369,0.030047281,0.001931082,0.024821272,0.002692125
Guinea,GIN,351,GIN.4_1,Guinea,Kankan,NA,NA,Region,Region,NA,NA,GN-K,0.237294912,0.562111795,0.112956993,0.022074072,0.034279328,0.002111986,0.02637467,0.002796204
Guinea,GIN,352,GIN.5_1,Guinea,Kindia,NA,NA,Region,Region,NA,NA,NA,0.236451894,0.563706577,0.136371017,0.017840678,0.02110238,0.001914975,0.020191759,0.002420709
Guinea,GIN,353,GIN.6_1,Guinea,Labe,NA,NA,Region,Region,NA,NA,NA,0.27987808,0.550340712,0.103239745,0.019209368,0.022574123,0.00198306,0.020384323,0.00239063
Guinea,GIN,354,GIN.7_1,Guinea,Mamou,NA,NA,Region,Region,NA,NA,NA,0.246388316,0.556523323,0.127957821,0.018986341,0.024356036,0.001795606,0.021499487,0.002493047
Guinea,GIN,355,GIN.8_1,Guinea,Nzerekore,NA,NA,Region,Region,NA,NA,NA,0.202242717,0.586886585,0.117402583,0.021884333,0.040281843,0.001968372,0.026473602,0.002860003
NA,GNB,356,GNB.1_1,Guinea-Bissau,Bafata,NA,NA,Região,Region,NA,GW.BA,NA,0.345521331,0.546610594,0.056524422,0.014778228,0.015186593,0.002225871,0.016772075,0.002380897
NA,GNB,357,GNB.2_1,Guinea-Bissau,Biombo,NA,NA,Região,Region,NA,GW.BM,NA,0.372441113,0.537725329,0.043012846,0.013566556,0.012529643,0.002226633,0.016011734,0.002486135
NA,GNB,358,GNB.3_1,Guinea-Bissau,Bissau,NA,NA,Sector Autónomo,Autonomous Sector,NA,GW.BS,GW-BS,0.374783576,0.537823558,0.041737899,0.013783336,0.013197455,0.002162302,0.013936457,0.002575431
NA,GNB,359,GNB.4_1,Guinea-Bissau,Bolama,Bolama-Bijagcs,NA,Região,Region,NA,GW.BL,NA,0.355313182,0.545699894,0.051440407,0.013263246,0.01443162,0.002367277,0.015011933,0.002472452
NA,GNB,360,GNB.5_1,Guinea-Bissau,Cacheu,NA,NA,Região,Region,NA,GW.CA,GW-CA,0.370017737,0.537676096,0.043487623,0.01449644,0.013805961,0.002213561,0.016094625,0.002207966
NA,GNB,361,GNB.6_1,Guinea-Bissau,Gabu,NA,NA,Região,Region,NA,GW.GA,NA,0.327588975,0.550533831,0.067041382,0.015921544,0.016255144,0.002305065,0.017912867,0.002441148
NA,GNB,362,GNB.7_1,Guinea-Bissau,Oio,NA,NA,Região,Region,NA,GW.OI,NA,0.364062309,0.541823566,0.046340287,0.013844936,0.013814851,0.00223449,0.015491375,0.00238821
NA,GNB,363,GNB.8_1,Guinea-Bissau,Quinara,Buba,NA,Região,Region,NA,GW.QU,NA,0.356634319,0.549241543,0.04883261,0.012855845,0.012818888,0.00206374,0.015182699,0.002370396
NA,GNB,364,GNB.9_1,Guinea-Bissau,Tombali,NA,NA,Região,Region,NA,GW.TO,GW-TO,0.336067289,0.550505757,0.063704692,0.014225096,0.014409977,0.002226359,0.016486138,0.002374754
Kenya,KEN,365,KEN.1_1,Kenya,Baringo,NA,NA,County,County,30,KE.BA,KE-01,0.112024151,0.166220129,0.582157433,0.058979813,0.009390315,0.002643765,0.06655293,0.002031442
Kenya,KEN,366,KEN.2_1,Kenya,Bomet,NA,NA,County,County,36,KE.BO,KE-02,0.088031612,0.114439785,0.696980655,0.039179977,0.006407617,0.002019476,0.051495999,0.001444904
Kenya,KEN,367,KEN.3_1,Kenya,Bungoma,NA,NA,County,County,39,KE.BN,KE-03,0.087605618,0.180323035,0.604052722,0.056072939,0.008033244,0.002584211,0.059094906,0.002233343
Kenya,KEN,368,KEN.4_1,Kenya,Busia,NA,NA,County,County,40,KE.BS,KE-04,0.072856605,0.156384692,0.665830731,0.052830964,0.007173816,0.002140788,0.041316982,0.001465452
Kenya,KEN,369,KEN.5_1,Kenya,Elgeyo-Marakwet,NA,NA,County,County,28,KE.EM,NA,0.106115445,0.174518913,0.574686825,0.058978416,0.009965423,0.002828131,0.070644565,0.002262241
Kenya,KEN,370,KEN.6_1,Kenya,Embu,NA,NA,County,County,14,KE.EB,KE-06,0.134276137,0.137171507,0.60510999,0.050563652,0.00873984,0.002454843,0.059680756,0.002003301
Kenya,KEN,371,KEN.7_1,Kenya,Garissa,NA,NA,County,County,7,KE.GA,KE-07,0.177426845,0.150533676,0.534723759,0.057238385,0.010375142,0.002586559,0.064955808,0.002159869
Kenya,KEN,372,KEN.8_1,Kenya,Homa Bay,NA,NA,County,County,43,KE.HB,KE-08,0.082906067,0.115813375,0.702881873,0.041931123,0.00671052,0.001950926,0.046188381,0.001617706
Kenya,KEN,373,KEN.9_1,Kenya,Isiolo,NA,NA,County,County,11,KE.IS,KE-09,0.157590687,0.167697206,0.528596699,0.067154437,0.010663266,0.00259107,0.06349922,0.002207433
Kenya,KEN,374,KEN.10_1,Kenya,Kajiado,NA,NA,County,County,34,KE.KJ,KE-10,0.12487594,0.113129146,0.653427482,0.04161277,0.007584676,0.00209403,0.055630069,0.001645839
Kenya,KEN,375,KEN.11_1,Kenya,Kakamega,NA,NA,County,County,37,KE.KK,KE-11,0.086143285,0.164663181,0.620228171,0.05111197,0.008238951,0.002544664,0.06516283,0.001906877
Kenya,KEN,376,KEN.12_1,Kenya,Kericho,NA,NA,County,County,35,KE.KR,KE-12,0.090381898,0.130699843,0.665358007,0.045156665,0.00672841,0.002374517,0.05760904,0.001691596
Kenya,KEN,377,KEN.13_1,Kenya,Kiambu,NA,NA,County,County,22,KE.KB,KE-13,0.119348973,0.122802511,0.644074321,0.046912536,0.007124193,0.002569509,0.055434283,0.001733646
Kenya,KEN,378,KEN.14_1,Kenya,Kilifi,NA,NA,County,County,3,KE.KF,KE-14,0.145893231,0.101293191,0.642326355,0.040624436,0.007532589,0.00192729,0.058771025,0.001631861
Kenya,KEN,379,KEN.15_1,Kenya,Kirinyaga,NA,NA,County,County,20,KE.KY,KE-15,0.12927188,0.135332167,0.617088914,0.047776002,0.008206936,0.002337543,0.058265593,0.001720933
Kenya,KEN,380,KEN.16_1,Kenya,Kisii,NA,NA,County,County,45,KE.KI,KE-16,0.085236952,0.110783033,0.705707729,0.036044154,0.006533331,0.001967984,0.052212454,0.00151437
Kenya,KEN,381,KEN.17_1,Kenya,Kisumu,NA,NA,County,County,42,KE.KU,KE-17,0.088280432,0.136799321,0.657018363,0.046816733,0.007612675,0.002331703,0.059234891,0.001905987
Kenya,KEN,382,KEN.18_1,Kenya,Kitui,NA,NA,County,County,15,KE.KT,KE-18,0.141764134,0.123810329,0.612217903,0.048564482,0.008579426,0.002316621,0.060907915,0.001839224
Kenya,KEN,383,KEN.19_1,Kenya,Kwale,NA,NA,County,County,2,KE.KW,KE-19,0.151600629,0.104122087,0.632803798,0.043647539,0.008282501,0.002386768,0.055264473,0.001892234
Kenya,KEN,384,KEN.20_1,Kenya,Laikipia,NA,NA,County,County,31,KE.LK,KE-20,0.120286472,0.157089829,0.586764872,0.058380183,0.008539981,0.002395128,0.064500108,0.002043417
Kenya,KEN,385,KEN.21_1,Kenya,Lamu,NA,NA,County,County,5,KE.LM,KE-21,0.174096197,0.127973333,0.573724687,0.046596847,0.009841403,0.002127357,0.06377659,0.001863555
Kenya,KEN,386,KEN.22_1,Kenya,Machakos,NA,NA,County,County,16,KE.MC,KE-22,0.128414616,0.122937985,0.631369829,0.04724592,0.007784146,0.002270964,0.058210205,0.00176629
Kenya,KEN,387,KEN.23_1,Kenya,Makueni,NA,NA,County,County,17,KE.MK,KE-23,0.133207738,0.11491926,0.637117326,0.044559699,0.008011664,0.002158125,0.058182597,0.001843617
Kenya,KEN,388,KEN.24_1,Kenya,Mandera,NA,NA,County,County,9,KE.MD,KE-24,0.210638627,0.204663858,0.411105365,0.091735169,0.013558954,0.00299582,0.062608741,0.002693451
Kenya,KEN,389,KEN.25_1,Kenya,Marsabit,NA,NA,County,County,10,KE.MB,KE-25,0.161514178,0.194005519,0.478700101,0.088144459,0.012287908,0.002920729,0.059944168,0.002482929
Kenya,KEN,390,KEN.26_1,Kenya,Meru,NA,NA,County,County,12,KE.ME,KE-26,0.142472312,0.15074262,0.571833849,0.058358017,0.009408608,0.00260787,0.062472347,0.002104411
Kenya,KEN,391,KEN.27_1,Kenya,Migori,NA,NA,County,County,44,KE.MG,KE-27,0.087597623,0.108010247,0.711768627,0.035708841,0.005886521,0.001831787,0.04765033,0.001546037
Kenya,KEN,392,KEN.28_1,Kenya,Mombasa,NA,NA,County,County,1,KE.MM,KE-28,0.148624763,0.102157645,0.638808787,0.041378807,0.008134362,0.00223922,0.057196289,0.001460164
Kenya,KEN,393,KEN.29_1,Kenya,Murang'a,NA,NA,County,County,21,KE.MU,KE-29,0.125366226,0.130871415,0.629660726,0.045822792,0.007614751,0.0022314,0.05662135,0.001811357
Kenya,KEN,394,KEN.30_1,Kenya,Nairobi,NA,NA,County,County,47,KE.NB,NA,0.119635738,0.119894363,0.644343257,0.044692799,0.007863927,0.002716381,0.058951266,0.001902241
Kenya,KEN,395,KEN.31_1,Kenya,Nakuru,NA,NA,County,County,32,KE.NK,KE-31,0.106473424,0.133823916,0.64149189,0.047076095,0.007403943,0.002328145,0.059705425,0.001697201
Kenya,KEN,396,KEN.32_1,Kenya,Nandi,NA,NA,County,County,29,KE.ND,KE-32,0.097489364,0.159232572,0.601984143,0.051027447,0.008241485,0.002509905,0.077508003,0.002007044
Kenya,KEN,397,KEN.33_1,Kenya,Narok,NA,NA,County,County,33,KE.NR,KE-33,0.098275118,0.109824397,0.694662809,0.036283761,0.006874902,0.001956437,0.050641719,0.001480803
Kenya,KEN,398,KEN.34_1,Kenya,Nyamira,NA,NA,County,County,46,KE.NM,KE-34,0.084369436,0.118837245,0.695937812,0.038108036,0.006933045,0.00211889,0.052190982,0.001504595
Kenya,KEN,399,KEN.35_1,Kenya,Nyandarua,NA,NA,County,County,18,KE.NN,KE-35,0.106633194,0.131901607,0.642327249,0.048025385,0.007754111,0.002454757,0.059281636,0.001622045
Kenya,KEN,400,KEN.36_1,Kenya,Nyeri,NA,NA,County,County,19,KE.NI,KE-36,0.120780818,0.139610186,0.61241281,0.055755083,0.009127878,0.002310218,0.057946853,0.002056142
Kenya,KEN,401,KEN.37_1,Kenya,Samburu,NA,NA,County,County,25,KE.SA,KE-37,0.13586463,0.172870427,0.544519842,0.068416409,0.010288197,0.002697054,0.063195854,0.002147531
Kenya,KEN,402,KEN.38_1,Kenya,Siaya,NA,NA,County,County,41,KE.SI,KE-38,0.070312597,0.124223106,0.706532121,0.047399063,0.00662617,0.001874503,0.041721452,0.001310999
Kenya,KEN,403,KEN.39_1,Kenya,Taita Taveta,NA,NA,County,County,6,KE.TT,NA,0.143512905,0.106970727,0.638826847,0.043324221,0.007663194,0.00229209,0.055650972,0.001759068
Kenya,KEN,404,KEN.40_1,Kenya,Tana River,NA,NA,County,County,4,KE.TR,KE-40,0.154355898,0.125823349,0.595731974,0.048809133,0.009143028,0.002376062,0.0618295,0.001930999
Kenya,KEN,405,KEN.41_1,Kenya,Tharaka-Nithi,NA,NA,County,County,13,KE.NT,KE-41,0.137698993,0.14267005,0.58642894,0.056076158,0.009276476,0.002649986,0.063196287,0.002003126
Kenya,KEN,406,KEN.42_1,Kenya,Trans Nzoia,NA,NA,County,County,26,KE.TN,KE-42,0.098641455,0.184100121,0.578868568,0.060764756,0.00914704,0.002589141,0.063727908,0.002160979
Kenya,KEN,407,KEN.43_1,Kenya,Turkana,NA,NA,County,County,23,KE.TU,KE-43,0.142081395,0.200834796,0.485745639,0.096842155,0.012959112,0.002816807,0.056242604,0.002477514
Kenya,KEN,408,KEN.44_1,Kenya,Uasin Gishu,NA,NA,County,County,27,KE.UG,KE-44,0.100444227,0.169664696,0.588847578,0.056564439,0.00870574,0.002424397,0.071219452,0.002129517
Kenya,KEN,409,KEN.45_1,Kenya,Vihiga,NA,NA,County,County,38,KE.VI,KE-45,0.087527603,0.155552953,0.622962296,0.051152155,0.008189718,0.002223624,0.070283636,0.002107997
Kenya,KEN,410,KEN.46_1,Kenya,Wajir,NA,NA,County,County,8,KE.WJ,KE-46,0.190789521,0.184495747,0.46676144,0.07645084,0.011994355,0.002780193,0.064270243,0.002457592
Kenya,KEN,411,KEN.47_1,Kenya,West Pokot,NA,NA,County,County,24,KE.WP,KE-47,0.110859722,0.187155068,0.553742588,0.072167791,0.010658455,0.00252048,0.060688533,0.002207346
NA,LSO,412,LSO.1_1,Lesotho,Berea,Teyateyaneng,NA,District,District,NA,LS.BE,LS-D,NA,NA,NA,NA,NA,NA,NA,NA
NA,LSO,413,LSO.2_1,Lesotho,Butha-Buthe,Butha Buthe,NA,District,District,NA,LS.BB,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,LSO,414,LSO.3_1,Lesotho,Leribe,NA,NA,District,District,NA,LS.LE,LS-C,NA,NA,NA,NA,NA,NA,NA,NA
NA,LSO,415,LSO.4_1,Lesotho,Mafeteng,NA,NA,District,District,NA,LS.MF,LS-E,NA,NA,NA,NA,NA,NA,NA,NA
NA,LSO,416,LSO.5_1,Lesotho,Maseru,NA,NA,District,District,NA,LS.MS,LS-A,NA,NA,NA,NA,NA,NA,NA,NA
NA,LSO,417,LSO.6_1,Lesotho,Mohale's Hoek,Mohales Hoek,NA,District,District,NA,LS.MH,LS-F,NA,NA,NA,NA,NA,NA,NA,NA
NA,LSO,418,LSO.7_1,Lesotho,Mokhotlong,NA,NA,District,District,NA,LS.MK,LS-J,NA,NA,NA,NA,NA,NA,NA,NA
NA,LSO,419,LSO.8_1,Lesotho,Qacha's Nek,Quacha's Nek|Quachas Nek,NA,District,District,NA,LS.QN,LS-H,NA,NA,NA,NA,NA,NA,NA,NA
NA,LSO,420,LSO.9_1,Lesotho,Quthing,NA,NA,District,District,NA,LS.QT,LS-G,NA,NA,NA,NA,NA,NA,NA,NA
NA,LSO,421,LSO.10_1,Lesotho,Thaba-Tseka,Thaba Tseka,NA,District,District,NA,LS.TT,LS-K,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,LBR,422,LBR.1_1,Liberia,Bomi,NA,NA,County,County,3,LR.BM,LR-BM,0.207545266,0.559127808,0.14131327,0.023122132,0.0367015,0.002418602,0.026959006,0.002812455
Liberia,LBR,423,LBR.2_1,Liberia,Bong,NA,NA,County,County,6,LR.BG,NA,0.197848395,0.565977395,0.137414292,0.021951128,0.043228507,0.001699827,0.028886592,0.00299383
Liberia,LBR,424,LBR.3_1,Liberia,Gbapolu,Gbarpolu,NA,County,County,45,LR.GP,NA,0.203261539,0.562171042,0.140799776,0.023063183,0.03840287,0.001805315,0.027576583,0.002919686
Liberia,LBR,425,LBR.5_1,Liberia,Grand Bassa,GrandBassa,NA,County,County,9,LR.GB,LR-GB,0.19595851,0.568905115,0.138011992,0.022484129,0.040447526,0.002015646,0.029253168,0.002923978
Liberia,LBR,426,LBR.4_1,Liberia,Grand Cape Mount,NA,NA,County,County,12,LR.CM,NA,0.211230397,0.552220047,0.144484341,0.023875978,0.035021454,0.002276026,0.028003817,0.002887945
