Country,Iso code,Age group,age_in_days_midpoint,Admin-1 unit,units,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_reduction,severe_cases_reduction,scenario,Scenario
Angola,AGO,6-12mo,273.5,Cunene,raw cases,5,1226.42141624933,114.737318199455,1013.98261850049,96.1759410275984,105.672207943086,9.88584318112171,87.4417500211592,8.29391668604246,212.438797748839,18.5613771718563,18.2304579219268,1.59192649507925,17.3218434490915,16.1772799496585,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,12-18mo,456,Cunene,raw cases,5,1426.5797440546,105.000823485612,1344.43035885231,97.1919089954916,126.061605208336,9.28968058126518,118.789824876496,8.59859794438028,82.1493852022834,7.80891449012054,7.27178033183947,0.6910826368849,5.75848532440255,7.43700309282867,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,18-24mo,638.5,Cunene,raw cases,5,1585.53312123786,118.851673256616,1585.53312123786,118.851673256616,143.180161400215,10.7252726716658,143.180161400215,10.7252726716658,0,0,0,0,0,0,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,24-30mo,821,Cunene,raw cases,5,1694.20048832193,119.326688239533,1694.20048832193,119.326688239533,150.502546176199,10.5938359423605,150.502546176199,10.5938359423605,0,0,0,0,0,0,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,0-6mo,91,Huambo,raw cases,5,3079.99836106278,212.068943830495,2353.22676554758,155.381119898311,182.565160213211,12.5803920433566,139.546318039341,9.22327865696303,726.771595515199,56.687823932184,43.0188421738701,3.35711338639361,23.5964929300943,26.7308465389888,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,6-12mo,273.5,Huambo,raw cases,5,4905.93464058215,407.72799314742,4044.22422812912,340.679779635745,297.755854817713,24.7562390760685,245.585262527567,20.6977923222246,861.710412453031,67.048213511675,52.1705922901468,4.0584467538439,17.5646533348593,16.4443488400446,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,12-18mo,456,Huambo,raw cases,5,5637.03204615704,346.965256949052,5463.60896901897,336.640376850714,350.702247888641,21.5812466720456,339.887976267634,20.937383179438,173.423077138067,10.3248800983379,10.8142716210077,0.64386349260765,3.0764962078989,2.97576771493693,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,18-24mo,638.5,Huambo,raw cases,5,5986.17107215522,380.04222971039,5986.17107215522,380.04222971039,380.525098967256,24.1426931169124,380.525098967256,24.1426931169124,0,0,0,0,0,0,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,24-30mo,821,Huambo,raw cases,5,6896.57153441679,343.887525972147,6896.57153441679,343.887525972147,430.907595984357,21.4808687148548,430.907595984357,21.4808687148548,0,0,0,0,0,0,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,0-6mo,91,Huila,raw cases,5,3489.98776036693,286.069652100626,2860.18019126994,232.462724735152,108.591421135144,8.87907308285852,89.0142596752649,7.212065122529,629.807569096985,53.6069273654745,19.5771614598788,1.66700796032952,18.0461254405881,18.7391171946537,PMC co-delivery with EPI only,PMC co-delivery with EPI only
