Country,Rurality,Iso code,Admin-1 unit,Age group,age_in_days_midpoint,infection_class,units,value,N doses,scenario,Scenario
Angola,rural/urban merged,AGO,Bengo,n_age_910_916,913,clinical,ppy,0.230842694980674,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_0_6,3,severe,ppy,0.00310057481191937,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_7_13,10,severe,ppy,0.00257926592392317,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_14_20,17,severe,ppy,0.0042329068377306,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_21_27,24,severe,ppy,0.00456097581445162,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_28_34,31,severe,ppy,0.00377672161408765,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_35_41,38,severe,ppy,0.00598682939814615,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_42_48,45,severe,ppy,0.00719130998773167,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_49_55,52,severe,ppy,0,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_56_62,59,severe,ppy,0.00289875298360805,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_63_69,66,severe,ppy,0.0027056524729345,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_70_76,73,severe,ppy,0.0028817096557278,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_77_83,80,severe,ppy,0.00264492602232168,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_84_90,87,severe,ppy,0.00404156267121933,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_91_97,94,severe,ppy,0.00478768234385141,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_98_104,101,severe,ppy,0.0120202568396729,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_105_111,108,severe,ppy,0.00989755513942382,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_112_118,115,severe,ppy,0.00155375253340087,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_119_125,122,severe,ppy,0.00727734559498622,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_126_132,129,severe,ppy,0.00644508199789987,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_133_139,136,severe,ppy,0.00285944232144293,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_140_146,143,severe,ppy,0.0147824088859736,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_147_153,150,severe,ppy,0.00632732468265217,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_154_160,157,severe,ppy,0.00772368277177917,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_161_167,164,severe,ppy,0.00924319859133077,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_168_174,171,severe,ppy,0.0094986332307677,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_175_181,178,severe,ppy,0.00886646794648725,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_182_188,185,severe,ppy,0.00650559730870247,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_189_195,192,severe,ppy,0.00862999082003364,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_196_202,199,severe,ppy,0.0045307165025429,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_203_209,206,severe,ppy,0.0134872406383746,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_210_216,213,severe,ppy,0.0080783875518801,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_217_223,220,severe,ppy,0.0122759335160649,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_224_230,227,severe,ppy,0.0193788053534579,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_231_237,234,severe,ppy,0.0212381305538801,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_238_244,241,severe,ppy,0.00672480707077083,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_245_251,248,severe,ppy,0.0175662455806415,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_252_258,255,severe,ppy,0.012622387885965,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_259_265,262,severe,ppy,0.00866507223889527,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_266_272,269,severe,ppy,0.0117071163336374,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_273_279,276,severe,ppy,0.00847442429039174,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_280_286,283,severe,ppy,0.00877551883365081,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_287_293,290,severe,ppy,0.00681708999373285,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_294_300,297,severe,ppy,0.0117670336163557,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_301_307,304,severe,ppy,0.0135303325263929,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_308_314,311,severe,ppy,0.0109088918638509,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_315_321,318,severe,ppy,0.0108230361349816,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_322_328,325,severe,ppy,0.0101217575015004,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_329_335,332,severe,ppy,0.0156172540064737,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,rural/urban merged,AGO,Bengo,n_age_336_342,339,severe,ppy,0.0158632394260469,5,PMC co-delivery with EPI only,PMC co-delivery with EPI only
